danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,popularity,track_name,artist_name
0.726,0.476,6,-6.262,0.0316,0.544,0.0,0.153,0.763,129.177,3.45,6,Bad Habit - Live at SG Studios,Cade Holliday
0.644,0.277,1,-9.332,0.0356,0.498,4.78e-06,0.115,0.539,65.768,3.3,2,Burn Down - Live at SG Studios,Cade Holliday
0.876,0.493,2,-9.165,0.0392,0.234,0.0,0.482,0.963,130.605,3.94,4,Melina,Luigi Arias
0.857,0.537,5,-10.855,0.0518,0.036,0.0,0.0531,0.812,151.23,4.39,4,Tu Eres la Culpable,Luigi Arias
0.905,0.548,2,-7.055,0.0409,0.201,1.83e-06,0.196,0.844,109.033,4.4,0,No Me Conoces,Luigi Arias
0.93,0.417,0,-9.36,0.0712,0.0976,0.000136,0.261,0.781,121.771,3.94,0,Los Hombres No Deben Llorar,Luigi Arias
0.797,0.718,6,-10.071,0.215,0.0697,0.00193,0.0515,0.886,157.665,4.47,0,El Cabezu,Luigi Arias
0.942,0.388,2,-11.684,0.0583,0.235,7.2e-06,0.0771,0.84,120.516,4.91,0,Regresa Pronto,Luigi Arias
0.927,0.595,11,-7.214,0.0431,0.197,0.00828,0.168,0.814,121.329,4.59,0,A Pesar de Todo,Luigi Arias
0.789,0.696,7,-10.046,0.113,0.0798,0.0186,0.1,0.831,155.648,4.25,0,Mi Amor Fue Tuyo,Luigi Arias
0.881,0.618,6,-6.721,0.0524,0.555,0.007,0.197,0.962,134.834,6.04,0,Ella y El,Luigi Arias
0.904,0.427,2,-9.756,0.0559,0.492,0.0,0.0565,0.83,126.754,4.55,0,Mal de Amores,Luigi Arias
0.812,0.488,4,-7.899,0.0445,0.377,0.0,0.0886,0.739,116.323,3.77,0,Hasta Ayer,Luigi Arias
0.806,0.626,5,-9.882,0.179,0.0452,0.000593,0.0639,0.857,149.61,4.7,0,Nostalgia,Luigi Arias
0.93,0.35,0,-11.565,0.0665,0.13,1.02e-06,0.0739,0.952,122.827,4.1,0,De Corazon a Corazon,Luigi Arias
0.471,0.428,2,-13.763,0.0354,2.49e-05,0.111,0.597,0.339,131.987,4.47,1,First,Bleach
0.346,0.798,2,-10.891,0.0509,1.38e-05,0.765,0.248,0.148,129.072,5.0,1,Headless,Bleach
0.423,0.585,2,-13.3,0.0411,2.86e-06,0.588,0.142,0.335,123.006,4.94,1,Push,Bleach
0.106,0.483,0,-13.852,0.039,0.000211,0.0353,0.105,0.143,209.436,4.65,2,Paint My Face,Bleach
0.401,0.553,0,-11.811,0.035,1.18e-05,0.8,0.129,0.607,136.939,3.29,0,Friends,Bleach
0.361,0.662,2,-13.239,0.0418,2.03e-06,0.575,0.218,0.159,130.533,4.0,0,Fall,Bleach
0.313,0.722,7,-11.722,0.0462,0.00048,0.79,0.272,0.283,121.142,5.17,2,Trip & Slide,Bleach
0.41,0.85,2,-11.235,0.0526,0.000144,0.7,0.107,0.132,130.049,3.7,2,Shotgun,Bleach
0.382,0.7,0,-12.901,0.0561,1.45e-05,0.674,0.322,0.0766,122.174,4.78,1,Surround,Bleach
0.327,0.868,2,-9.81,0.0569,0.000474,0.0189,0.0364,0.352,110.755,5.22,0,Tangle,Bleach
0.83,0.726,8,-6.222,0.0635,0.000825,0.00539,0.0651,0.429,130.0,8.67,0,Gotta Go Gotta Leave (Tired) - Junior's 27th Street Club Mix,Vivian Green
0.747,0.835,8,-7.458,0.0521,0.000653,0.147,0.11,0.746,127.979,11.11,0,Gotta Go Gotta Leave (Tired) - Eddie Baez' Anthem Mix,Vivian Green
0.755,0.968,8,-5.763,0.0463,0.000228,0.0419,0.0165,0.827,126.002,7.71,0,Gotta Go Gotta Leave (Tired) - Morel's Pink Noise Vocal Mix,Vivian Green
0.653,0.792,10,-5.434,0.0993,0.0508,0.000477,0.0888,0.557,89.972,5.43,0,Gotta Go Gotta Leave (Tired) - Morel's Tired Of Love Mix,Vivian Green
0.536,0.399,8,-5.32,0.117,0.0997,0.0,0.112,0.178,111.571,4.61,7,Gotta Go Gotta Leave (Tired),Vivian Green
0.654,0.784,1,-6.257,0.352,0.0653,0.0,0.0836,0.51,136.027,3.65,8,Stand Up,C.H.R.O.M.E.
0.72,0.494,5,-12.317,0.266,0.0132,0.00134,0.236,0.45,98.046,2.27,1,Hustle Hard,LMG JMoe
0.777,0.147,8,-19.616,0.353,0.156,0.0,0.126,0.29,97.019,2.22,1,Cant Fold,LMG JMoe
0.536,0.688,10,-6.831,0.407,0.0244,1.55e-06,0.362,0.171,191.167,2.51,1,Johhny Dang,LMG JMoe
0.842,0.275,5,-20.765,0.258,0.066,0.0,0.0522,0.35,99.023,2.61,1,Ask Ro,LMG JMoe
0.555,0.377,2,-17.047,0.469,0.151,8.25e-06,0.098,0.484,93.649,2.05,0,Speed Racer,LMG JMoe
0.875,0.375,9,-15.453,0.292,0.000234,1.22e-06,0.115,0.366,90.507,2.5,0,GTA,LMG JMoe
0.719,0.378,5,-14.499,0.133,0.108,0.0,0.267,0.345,98.923,2.61,0,Apon A Time,LMG JMoe
0.769,0.299,7,-19.416,0.385,0.203,1.78e-06,0.207,0.477,98.474,1.95,0,Plug Sent The List,LMG JMoe
0.817,0.552,1,-8.072,0.363,0.0631,0.0,0.241,0.197,93.614,2.23,2,Red Lights - Special Version,LMG JMoe
0.63,0.545,4,-13.268,0.349,0.267,0.0,0.116,0.539,97.945,2.32,1,1k Or LMG,LMG JMoe
0.558,0.872,9,-7.32,0.183,0.0336,0.0,0.658,0.637,167.99,9.33,8,Shout 4 Jesus (feat. Lisa Knowles),Tony Bush & tha Deacs
0.754,0.497,7,-9.483,0.0417,0.449,0.0,0.108,0.762,123.094,2.91,8,El Grandes Ligas,El Josi
0.496,0.736,7,-6.801,0.0327,0.000245,0.0,0.0753,0.0726,152.126,3.66,3,I'm Fine,Colton Rice
0.545,0.724,7,-5.747,0.0356,0.0349,6.08e-06,0.084,0.411,140.0,3.08,2,Stay With Me Tonight,Colton Rice
0.6,0.45,1,-9.022,0.027,0.122,8.86e-05,0.0769,0.107,138.145,4.63,2,Pictures,Colton Rice
0.614,0.762,0,-6.173,0.0377,0.0188,0.00347,0.527,0.677,125.051,4.13,2,Never Should've Kissed You,Colton Rice
0.442,0.832,2,-5.629,0.0594,0.00551,0.0,0.361,0.679,152.969,3.78,1,Galveston,Colton Rice
0.751,0.726,7,-6.789,0.055,0.155,0.0959,0.147,0.414,135.956,3.53,7,Day 7.5093 - keiyaA Remix,Nilüfer Yanya
0.81,0.587,0,-7.35,0.0352,0.123,0.00931,0.107,0.809,136.037,3.7,0,Day 7.5093,Nilüfer Yanya
0.806,0.449,5,-5.88,0.133,0.181,0.0,0.0968,0.196,124.971,2.87,3,Choppavelli,Choppaboy
0.836,0.379,1,-5.813,0.257,0.21,0.0,0.126,0.15,130.043,1.64,1,KOE,Choppaboy
0.772,0.532,1,-6.249,0.371,0.0402,0.0,0.121,0.431,129.922,3.01,1,Collegeville,Choppaboy
0.94,0.538,11,-7.947,0.336,0.046,0.0,0.131,0.197,125.938,2.14,0,Dame,Choppaboy
0.8,0.264,8,-9.163,0.189,0.0789,0.0,0.135,0.0685,135.036,2.47,0,Purge,Choppaboy
0.854,0.632,5,-6.415,0.191,0.178,0.0,0.108,0.669,140.042,2.42,0,Glocks N Chops,Choppaboy
0.727,0.704,4,-4.389,0.25,0.238,0.0,0.17,0.38,139.992,3.49,1,Nawf,Choppaboy
0.723,0.748,8,-4.984,0.259,0.158,0.0,0.241,0.629,125.046,3.07,0,Rockout,Choppaboy
0.941,0.532,3,-7.661,0.358,0.0479,0.0,0.108,0.423,130.012,3.14,0,All These Racks,Choppaboy
0.901,0.57,6,-7.359,0.338,0.0995,0.0,0.101,0.596,123.954,2.6,0,Creepout,Choppaboy
0.705,0.658,1,-5.575,0.352,0.0866,0.0,0.138,0.477,85.561,1.96,2,Kill Me a Opp,Choppaboy
0.932,0.382,1,-6.745,0.118,0.0634,2e-06,0.0925,0.225,130.026,2.61,0,KOE (remiz) [feat. Lil Fifty],Choppaboy
0.63,0.98,1,-4.914,0.059,0.228,0.00661,0.487,0.799,108.009,5.26,8,Slumlord,Neon Indian
0.62,0.265,10,-10.474,0.952,0.942,0.0,0.209,0.715,185.153,0.39,0,Intro - Pimp C Dedication,Trillville
0.393,0.821,9,-3.533,0.0467,0.000435,6.52e-05,0.392,0.283,143.969,4.71,2,Life Is Good,Trillville
0.444,0.975,10,-3.883,0.255,0.00267,2.82e-05,0.0713,0.479,144.095,4.94,2,Think I Ain't,Trillville
0.593,0.92,9,-4.489,0.248,0.041,0.0,0.101,0.731,160.077,4.25,1,T.J. Gunz,Trillville
0.596,0.781,5,-4.965,0.0377,0.0322,0.0,0.0884,0.568,79.991,3.29,0,Dare You To Do It,Trillville
0.523,0.701,0,-5.974,0.035,0.00204,0.0,0.126,0.564,142.008,3.72,1,Toast To That,Trillville
0.594,0.937,1,-4.625,0.0752,0.00123,0.00054,0.214,0.787,154.051,3.98,0,Money Line,Trillville
0.689,0.794,1,-5.979,0.0905,0.00374,0.0,0.311,0.7,150.145,4.03,0,Married To My Money,Trillville
0.618,0.935,0,-5.518,0.0569,0.0007,1.43e-06,0.167,0.702,144.028,3.59,0,I Got Purp,Trillville
0.564,0.868,7,-5.298,0.0306,1.54e-05,0.0333,0.0524,0.511,134.995,4.53,1,MMMM HMMM,Trillville
0.661,0.855,0,-6.532,0.0353,0.000168,0.0,0.0961,0.409,139.969,4.34,1,Undacova Lova,Trillville
0.62,0.767,5,-6.578,0.0393,1.88e-05,0.00128,0.0518,0.62,170.012,3.46,0,Swag Up,Trillville
0.43,0.837,1,-4.296,0.0309,6.52e-05,0.106,0.154,0.371,139.888,4.55,0,Real Recognize Real,Trillville
0.439,0.345,1,-15.328,0.0319,0.765,0.018,0.101,0.569,135.763,9.13,1,Just a Jam > Just a Moment - Live,Family Mystic
0.433,0.465,2,-13.672,0.0408,0.671,0.00133,0.147,0.594,129.762,7.8,1,Animal Song - Live,Family Mystic
0.394,0.505,6,-11.459,0.0393,0.658,0.000872,0.872,0.51,152.326,10.0,1,Walk in the Park - Live,Family Mystic
0.447,0.492,4,-10.254,0.0305,0.826,0.000624,0.201,0.488,138.923,20.36,1,Home in Your Heart > Family Mystic - Live,Family Mystic
0.53,0.43,7,-11.879,0.0292,0.789,0.351,0.129,0.345,134.186,4.67,1,Before You > - Live,Family Mystic
0.43,0.681,11,-9.681,0.0401,0.485,0.018,0.199,0.618,137.989,8.15,1,Fire Burnin' > - Live,Family Mystic
0.407,0.212,4,-18.295,0.0375,0.941,0.0128,0.625,0.267,140.495,8.82,0,After You - Live,Family Mystic
0.478,0.563,8,-12.421,0.0416,0.281,4.11e-05,0.696,0.746,139.893,26.2,0,Find Your Riddim > Eleutheromania - Live,Family Mystic
0.465,0.199,4,-16.931,0.0356,0.806,0.00101,0.13,0.404,94.48,9.53,0,All of You - Live,Family Mystic
0.548,0.37,2,-15.297,0.0321,0.517,0.00344,0.34,0.479,84.761,11.57,1,Bowlful of Lessons - Live,Family Mystic
0.279,0.704,6,-7.637,0.0561,0.226,0.0626,0.136,0.0458,87.996,1.66,1,It's Only the Beginning,The Persevering Promise
0.175,0.895,11,-5.143,0.149,1.63e-05,0.000131,0.284,0.179,180.044,4.97,2,An Illusion in Shambles,The Persevering Promise
0.504,0.922,1,-5.177,0.089,0.0027,3.68e-05,0.179,0.422,90.005,3.82,1,Crown the Victor,The Persevering Promise
0.448,0.938,8,-5.657,0.0913,0.000123,5.48e-06,0.245,0.322,144.949,5.6,0,A Reason to Believe,The Persevering Promise
0.248,0.938,0,-5.03,0.14,0.00025,1.06e-06,0.162,0.236,137.71,5.4,2,Annabel Lee,The Persevering Promise
0.439,0.933,8,-6.478,0.0863,0.000213,0.000335,0.102,0.153,145.033,5.29,0,And So Dies the Dreamer,The Persevering Promise
0.443,0.932,8,-5.674,0.0814,1.84e-05,0.661,0.0763,0.24,114.997,4.57,0,Ethereality,The Persevering Promise
0.305,0.792,1,-5.318,0.0874,0.00083,1.25e-06,0.107,0.253,108.398,5.82,1,Colors,The Persevering Promise
0.449,0.919,8,-5.183,0.134,0.000595,0.0,0.338,0.349,147.86,2.21,0,The Death of All Things Pure,The Persevering Promise
0.193,0.932,11,-4.922,0.0982,3.63e-05,8.87e-06,0.0448,0.129,87.677,4.12,1,The Whistleblower,The Persevering Promise
0.663,0.27,11,-20.393,0.0318,0.0034,0.926,0.0966,0.425,110.009,2.42,2,Shattered Glass,Sasha Kim
0.803,0.289,9,-22.238,0.0638,0.0294,0.89,0.108,0.477,119.997,1.95,2,The House Full Of Light,Sasha Kim
0.607,0.372,9,-20.185,0.0347,0.265,0.949,0.0977,0.426,110.004,1.98,2,Full Count,Sasha Kim
0.804,0.279,5,-20.091,0.0984,0.321,0.906,0.154,0.0645,115.02,2.8,2,Missed You,Sasha Kim
0.736,0.251,11,-23.823,0.0776,0.342,0.884,0.105,0.0346,109.988,2.92,2,All But One,Sasha Kim
0.726,0.533,9,-6.276,0.0278,0.159,0.0,0.101,0.887,115.662,3.96,2,Mhmm,GrainFed
0.623,0.564,10,-6.875,0.0357,0.182,0.0,0.105,0.72,145.135,4.37,1,Laura Lou,GrainFed
0.663,0.714,4,-6.666,0.0419,0.314,0.0,0.126,0.712,86.243,2.36,1,R-U-n-n-O-F-T,GrainFed
0.6,0.584,7,-10.099,0.0252,0.334,0.000483,0.113,0.442,102.763,4.02,1,My Last Day,GrainFed
0.578,0.538,3,-6.158,0.032,0.266,0.0,0.217,0.376,77.029,4.81,1,Luck Be a Lady,GrainFed
0.582,0.747,4,-5.986,0.03,0.529,0.0,0.158,0.739,105.296,3.81,0,One More Round,GrainFed
0.543,0.445,7,-7.056,0.0255,0.275,0.0,0.0887,0.342,141.953,4.11,1,Mine,GrainFed
0.512,0.752,9,-6.924,0.0352,0.125,1.87e-05,0.146,0.836,165.489,3.95,1,Maneater,GrainFed
0.519,0.416,2,-7.835,0.0305,0.0916,0.0,0.173,0.312,132.442,3.57,1,Yankee's White Whiskey,GrainFed
0.589,0.801,1,-8.467,0.155,0.0106,2e-05,0.248,0.562,100.307,2.37,0,Rack Show,BM Riqq
0.723,0.596,10,-10.349,0.279,0.135,0.0,0.253,0.701,119.772,2.17,0,JG Style,BM Riqq
0.523,0.725,6,-6.31,0.137,0.0498,0.00479,0.103,0.138,119.875,2.67,1,Scorezone,BM Riqq
0.455,0.501,2,-10.948,0.359,0.0195,0.0,0.165,0.54,178.427,1.43,2,Isaiah Stewart,BM Riqq
0.652,0.563,5,-4.944,0.248,0.0518,0.0,0.0656,0.429,176.027,2.16,0,Who Really Havin' Motion?,BM Riqq
0.606,0.489,1,-11.058,0.3,0.00364,0.000737,0.125,0.294,132.36,1.87,1,Get Litty,BM Riqq
0.704,0.521,2,-11.459,0.331,0.0218,0.0,0.448,0.506,133.537,2.2,1,Trench Tales,BM Riqq
0.699,0.65,4,-4.15,0.244,0.00131,1.28e-06,0.11,0.444,135.966,1.66,0,Ain't No Fightin',BM Riqq
0.742,0.528,2,-12.23,0.404,0.00543,0.0,0.0995,0.47,126.757,2.24,0,Bag Talk,BM Riqq
0.618,0.582,2,-7.676,0.0646,0.129,0.0,0.306,0.354,129.128,1.47,2,Real Militant,BM Riqq
0.742,0.612,11,-8.541,0.163,0.00349,0.000407,0.127,0.233,112.008,1.97,0,Poet,BM Riqq
0.702,0.676,11,-8.257,0.388,0.0482,0.0,0.113,0.583,150.254,2.58,8,My Yp’s,DEE4
0.913,0.441,2,-10.327,0.373,0.028,0.0,0.264,0.737,135.045,2.39,8,Vlone,TW3 Dorsey
0.704,0.442,9,-10.245,0.539,0.483,0.0,0.077,0.651,106.355,2.38,9,Or It's Nothin,Kt Foreign
0.641,0.698,1,-9.367,0.554,0.419,0.0,0.124,0.882,79.934,2.41,7,Get Em Gone,Lil Kel
0.398,0.402,7,-11.803,0.0291,0.0015,0.000116,0.111,0.424,144.348,4.01,2,Skipper,Stranger Company
0.356,0.395,7,-11.287,0.054,0.0647,1.28e-05,0.111,0.294,74.599,7.03,3,Captain Jimmy,Stranger Company
0.309,0.492,0,-11.201,0.0268,0.0232,0.00549,0.0771,0.622,82.517,5.97,3,Mountain Park,Stranger Company
0.737,0.722,11,-9.718,0.0295,0.00643,3.75e-05,0.197,0.91,114.963,6.34,2,Jerkan Tak Raan Emman,Pentecostal Singers
0.78,0.759,4,-6.974,0.0317,0.183,0.00285,0.053,0.968,119.995,5.72,1,Jeovah Ao Jabot,Pentecostal Singers
0.542,0.691,7,-11.466,0.0279,0.297,9.27e-05,0.105,0.733,143.912,4.78,0,Ij Lanlon Ilo Etan,Pentecostal Singers
0.794,0.597,2,-10.415,0.0331,0.0575,0.0106,0.0624,0.965,134.903,4.36,1,Ne Ij Ber Im Rontok,Pentecostal Singers
0.717,0.687,2,-10.04,0.03,0.0237,4.4e-06,0.332,0.946,119.991,5.8,1,Naan In Jino,Pentecostal Singers
0.692,0.691,2,-6.683,0.0309,0.329,0.0,0.0427,0.846,89.985,4.78,2,Ne Emoj Am Jerbal,Pentecostal Singers
0.692,0.539,2,-9.645,0.0261,0.0599,0.000289,0.27,0.846,124.961,4.72,1,Flag In Majol,Pentecostal Singers
0.768,0.75,9,-6.016,0.0306,0.00601,1.76e-06,0.0754,0.967,120.012,6.25,1,Momman Eo Jilu,Pentecostal Singers
0.607,0.643,9,-6.573,0.0266,0.482,4.51e-06,0.102,0.426,143.899,4.58,1,Emoj Kur Eok,Pentecostal Singers
0.603,0.643,9,-12.385,0.0474,0.00857,4.92e-06,0.071,0.759,170.032,6.64,0,Elae Ion Lometo,Pentecostal Singers
0.687,0.834,1,-7.766,0.264,0.311,0.0,0.348,0.719,90.031,3.29,7,The Hank Way,C.M.L.
0.557,0.509,6,-11.688,0.0284,0.0188,0.0,0.197,0.526,150.062,2.99,7,College Town,Janie Waddell
0.83,0.685,11,-5.039,0.177,0.188,1.93e-05,0.08,0.8,110.004,3.78,7,Sho Le,Indo Baba
0.772,0.781,7,-3.145,0.2,0.0966,0.0,0.0448,0.604,155.969,3.12,0,Kater 2 You,LuvSmokeyy
0.55,0.474,4,-7.839,0.334,0.247,1.82e-05,0.113,0.622,85.293,2.75,1,Back & Forward,LuvSmokeyy
0.666,0.635,10,-7.434,0.259,0.103,0.0,0.213,0.379,154.111,2.92,1,Lost,LuvSmokeyy
0.77,0.389,1,-7.431,0.347,0.0639,0.0,0.324,0.348,129.992,2.67,0,Face Off,LuvSmokeyy
0.875,0.606,0,-7.127,0.406,0.0522,0.0,0.109,0.483,139.976,2.75,0,Dead Homies,LuvSmokeyy
0.691,0.565,4,-7.052,0.146,0.496,8.13e-06,0.707,0.315,92.027,3.67,0,Smoked,LuvSmokeyy
0.731,0.87,10,-4.63,0.311,0.548,6.49e-06,0.355,0.447,89.988,3.05,2,Dont Care Who Get Your Love,LuvSmokeyy
0.789,0.396,1,-8.094,0.143,0.224,0.0,0.111,0.116,90.005,2.87,0,Yu Feel Me,LuvSmokeyy
0.751,0.394,9,-16.618,0.756,0.307,0.0,0.144,0.575,172.067,3.0,0,Hate Me 2,LuvSmokeyy
0.522,0.47,1,-7.909,0.293,0.0989,0.0,0.116,0.339,83.882,2.68,0,100 On My Name,LuvSmokeyy
0.908,0.362,7,-11.065,0.196,0.0519,0.0,0.195,0.427,139.985,2.53,0,Walk Down,LuvSmokeyy
0.644,0.579,11,-6.843,0.236,0.198,2.11e-05,0.0956,0.136,87.966,3.0,0,Blessed Her,LuvSmokeyy
0.77,0.457,3,-10.476,0.0902,0.0348,2e-05,0.0926,0.323,86.978,2.97,0,Jail Time,LuvSmokeyy
0.641,0.446,11,-9.661,0.0591,0.318,0.0,0.0709,0.268,86.994,2.97,0,Cost A Body,LuvSmokeyy
0.564,0.454,9,-8.087,0.299,0.124,0.0,0.248,0.331,83.919,1.73,0,Diamonds In My Mouth,LuvSmokeyy
0.587,0.774,1,-4.924,0.374,0.127,0.0,0.0779,0.587,84.572,2.92,0,Gon Hear What I Say,LuvSmokeyy
0.779,0.498,1,-8.546,0.421,0.0578,0.0,0.121,0.654,150.109,3.25,0,The Truth,LuvSmokeyy
0.736,0.706,1,-4.316,0.111,0.443,0.0467,0.242,0.518,81.983,3.0,0,Is It Up?,LuvSmokeyy
0.638,0.306,9,-12.983,0.347,0.873,2.89e-05,0.109,0.175,99.956,2.18,0,D.E.G.A,LuvSmokeyy
0.719,0.925,3,-1.992,0.303,0.045,0.0,0.265,0.75,177.972,2.58,0,Glock Off Semi,LuvSmokeyy
0.856,0.465,7,-9.46,0.0712,0.0528,0.0,0.348,0.438,140.051,2.5,8,Jingle Bells - Satin Remix,Satin
0.822,0.829,6,-4.908,0.285,0.0154,0.0,0.08,0.614,132.035,3.64,7,On Whatt,Luh Smurf
0.786,0.886,2,-1.909,0.0848,0.0444,0.000106,0.0874,0.611,102.809,4.09,0,Disco Lady - Radio Edit,Baby Drew
0.785,0.879,2,-1.866,0.0732,0.0296,0.000133,0.08,0.632,102.829,4.59,6,Disco Lady,Baby Drew
0.781,0.95,2,-2.639,0.0415,0.00199,0.92,0.0787,0.707,103.247,4.73,0,Disco Lady - Instrumental,Baby Drew
0.829,0.761,10,-5.841,0.122,0.118,0.0,0.203,0.858,99.196,3.51,0,The Game Don't Change,Baby Drew
0.67,0.951,9,-8.04,0.0568,0.0385,0.000102,0.265,0.803,149.953,3.86,8,Two Heroes - Remix,Satin
0.801,0.525,0,-10.99,0.241,0.355,0.00129,0.117,0.571,92.015,2.78,8,Schenectady,Satin
0.446,0.659,1,-11.236,0.0481,0.012,0.63,0.111,0.0399,90.039,2.33,1,Chaos Theory,Exodus Music and Sound
0.395,0.666,2,-11.162,0.0673,0.00377,0.717,0.145,0.0746,159.977,2.89,1,Dilations,Exodus Music and Sound
0.593,0.531,2,-9.434,0.0608,0.144,0.883,0.154,0.0845,79.975,2.23,1,Displacement,Exodus Music and Sound
0.199,0.488,11,-12.132,0.0393,0.00132,0.936,0.113,0.0938,180.036,2.67,1,Divine Omission,Exodus Music and Sound
0.25,0.554,1,-11.303,0.0414,0.00574,0.942,0.264,0.0787,79.875,3.33,1,Inverse Reality,Exodus Music and Sound
0.426,0.535,7,-11.634,0.0462,0.00918,0.913,0.109,0.0386,170.206,2.8,1,Lost Horizons,Exodus Music and Sound
0.364,0.53,10,-11.054,0.0415,0.0064,0.892,0.377,0.274,79.922,2.57,1,Rebel Scourge,Exodus Music and Sound
0.475,0.703,0,-11.545,0.0482,0.0029,0.898,0.131,0.1,139.987,2.57,1,Supernature,Exodus Music and Sound
0.428,0.52,3,-12.709,0.0366,0.00275,0.967,0.112,0.115,110.032,2.73,1,Til The End,Exodus Music and Sound
0.343,0.567,7,-12.063,0.0331,0.0103,0.944,0.109,0.0695,172.081,2.8,1,Vision,Exodus Music and Sound
0.647,0.899,3,-2.488,0.373,0.0602,0.0,0.265,0.732,90.034,2.66,7,Dont,Bearcap
0.721,0.681,6,-7.979,0.0479,0.0727,0.00014,0.129,0.82,115.075,3.64,8,El De Los Azules,Grupo Recien
0.643,0.456,4,-10.2,0.104,0.829,5.08e-06,0.115,0.796,126.232,1.93,6,Swing Down Chariot,The Oak Ridge Boys
0.693,0.511,2,-11.333,0.0285,0.662,0.00227,0.102,0.528,78.01,3.89,2,Life is Beautiful,The Oak Ridge Boys
0.699,0.45,4,-10.884,0.0368,0.763,1.79e-06,0.0904,0.411,140.053,2.89,1,"Love, Light, and Healing",The Oak Ridge Boys
0.488,0.121,4,-16.282,0.0374,0.986,0.914,0.144,0.343,135.235,3.07,1,Near,Robert W Hildreth
0.21,0.0919,2,-14.046,0.0396,0.994,0.894,0.246,0.116,62.322,3.07,1,Indefinite,Robert W Hildreth
0.341,0.116,4,-18.783,0.0422,0.985,0.82,0.0973,0.208,122.382,3.73,1,Voyage,Robert W Hildreth
0.278,0.0323,2,-18.19,0.0383,0.992,0.804,0.211,0.103,68.74,3.47,1,Transcend,Robert W Hildreth
0.313,0.0848,2,-16.437,0.0336,0.985,0.793,0.111,0.0589,88.241,3.29,0,Habitude,Robert W Hildreth
0.521,0.406,7,-11.189,0.116,0.731,0.917,0.0846,0.305,159.34,2.97,1,Optimism,Robert W Hildreth
0.701,0.458,9,-10.446,0.0748,0.849,0.938,0.108,0.491,135.893,2.8,1,Nonchalant,Robert W Hildreth
0.352,0.0495,7,-16.843,0.0367,0.993,0.611,0.285,0.08,105.85,2.87,1,Poise,Robert W Hildreth
0.688,0.362,2,-10.676,0.0456,0.797,0.899,0.216,0.698,109.335,2.5,0,Uncommon,Robert W Hildreth
0.689,0.516,4,-12.233,0.444,0.253,0.0,0.0978,0.119,108.95,2.78,4,Da Hardest,AntVerson
0.713,0.654,8,-7.613,0.361,0.0375,0.0,0.137,0.652,136.84,2.52,0,MVP Season,AntVerson
0.811,0.75,6,-8.063,0.207,0.0781,0.0,0.0794,0.657,129.307,2.27,0,One Time,AntVerson
0.727,0.624,7,-7.238,0.193,0.0232,0.0,0.141,0.22,100.997,2.4,0,Shit Talking,AntVerson
0.597,0.608,0,-5.551,0.345,0.0137,0.0,0.341,0.358,189.676,1.68,0,What They Want,AntVerson
0.835,0.714,2,-8.316,0.299,0.0452,0.0,0.399,0.581,120.038,2.15,0,Groove Back,AntVerson
0.66,0.757,1,-9.734,0.385,0.143,0.0,0.376,0.544,100.058,2.46,0,Ghetto Ass Nigga,AntVerson
0.859,0.753,7,-5.973,0.297,0.0394,0.0,0.317,0.771,130.914,2.32,1,Freaky Friday,AntVerson
0.628,0.808,2,-3.359,0.438,0.231,0.0,0.361,0.716,185.032,1.6,0,90's Flow,AntVerson
0.816,0.49,1,-8.0,0.137,0.0488,0.0,0.372,0.505,105.004,1.71,0,Holding On,AntVerson
0.611,0.652,10,-5.215,0.298,0.00405,0.0323,0.252,0.728,130.027,4.71,0,Bounce (feat. N.O.R.E) - The Bloody Beetroots Remix,MSTRKRFT
0.757,0.605,7,-5.947,0.0924,0.0155,0.0,0.356,0.747,133.022,5.62,8,I'm In The House (feat. Zuper Blahq) - Gigi Barocco Mix,Steve Aoki
0.727,0.719,11,-7.048,0.0411,0.0262,0.823,0.143,0.518,129.019,7.27,0,Salvation - Don Diablo Dub Remix,Scanners
0.515,0.853,0,-4.494,0.356,0.00163,0.0147,0.0793,0.194,125.97,5.98,0,Star Guitar - Armand Van Helden Remix,Shinichi Osawa
0.666,0.943,6,-4.037,0.343,7.54e-05,0.938,0.0917,0.475,133.036,5.14,0,"I Don't Hate Fags, God Does - His Majesty André Screams Louder Now Remix",All Leather
0.739,0.737,6,-4.376,0.0556,0.00109,0.776,0.0415,0.594,126.973,4.34,0,Hey - Black Noise Remix,Laidback Luke
0.724,0.815,2,-6.475,0.246,0.0095,0.0981,0.223,0.35,129.854,4.23,0,Skeleton,Felix Cartal
0.684,0.897,9,-3.554,0.0482,0.00133,0.605,0.0855,0.528,129.995,4.81,0,Repetition - Acidkids Remix,The Willowz
0.654,0.6,1,-6.174,0.264,0.0011,0.882,0.0403,0.406,130.166,3.4,0,Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots
0.612,0.976,8,-5.026,0.0434,0.000453,0.563,0.0745,0.803,126.071,3.84,0,Beat Bang - Action Man's (aka Herve') Tank Trax Remix,Machines Don't Care
0.478,0.866,5,-9.397,0.135,0.0026,0.904,0.272,0.14,130.963,7.12,0,Haus of Cards,Weird Science
0.771,0.919,9,-3.631,0.116,0.00407,0.501,0.0657,0.745,126.04,4.11,0,Get Money Kids - EMYND Buildup Breakdown Remix,Pase Rock
0.876,0.527,6,-4.486,0.441,0.0166,0.97,0.0837,0.109,130.998,4.29,0,Pets Dance - Les Petits Pilous Remix,S.P.A.
