danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,popularity,track_name,artist_name
0.712,0.724,8,-5.001,0.224,0.026,0.0,0.322,0.621,141.992,2.27,0,We need some rest,King Malachi
0.659,0.727,1,-3.989,0.235,0.00923,0.0,0.109,0.276,147.963,2.67,0,We waken up,King Malachi
0.617,0.699,1,-4.163,0.191,0.0424,0.0,0.639,0.239,155.941,2.3,0,Holla Back,King Malachi
0.782,0.823,9,-4.079,0.118,0.0364,0.0,0.121,0.511,132.996,3.37,0,We Survived,King Malachi
0.458,0.637,0,-6.251,0.177,0.0796,0.0,0.334,0.228,97.224,2.7,0,When ever you decide,King Malachi
0.557,0.593,1,-5.266,0.04,0.0364,0.0,0.262,0.0888,135.874,3.15,0,The end of our time,King Malachi
0.492,0.423,6,-11.205,0.389,0.297,0.0,0.14,0.347,185.804,2.01,0,Dawg Bros,MT Kbandz
0.368,0.532,9,-9.113,0.163,0.0953,0.0,0.117,0.168,81.811,2.32,0,LUH TYLER FLOW (L&O),Jitwickk
0.709,0.474,2,-15.801,0.397,0.0155,7.62e-06,0.13,0.0361,126.938,1.99,0,Nuff being said,Co Staccs
0.647,0.671,11,-6.168,0.26,0.0178,0.0,0.177,0.368,145.273,2.31,0,Neva Change,Chaotic
0.728,0.411,9,-10.933,0.236,0.364,1.72e-06,0.141,0.363,135.015,3.38,0,The Cold You,Chaotic
0.78,0.641,8,-9.95,0.329,0.0412,0.0,0.11,0.713,92.965,2.41,0,Give Me A Sign,Chaotic
0.743,0.238,4,-19.222,0.0354,0.845,0.000627,0.0916,0.205,104.968,4.33,0,Dark place,Chaotic
0.698,0.294,6,-16.517,0.17,0.298,0.0,0.148,0.495,160.002,3.41,0,Maniac,Chaotic
0.605,0.443,9,-14.861,0.0525,0.0213,0.0,0.318,0.395,96.842,2.7,0,Memory Lane,Chaotic
0.641,0.497,8,-16.666,0.125,0.00678,1.03e-05,0.119,0.573,140.029,4.4,0,Never will I,Chaotic
0.58,0.521,11,-15.39,0.152,0.451,0.0,0.193,0.365,99.929,3.22,0,Born again,Chaotic
0.851,0.413,8,-13.581,0.146,0.127,8.16e-05,0.109,0.635,139.977,3.05,0,Either way,Chaotic
0.82,0.602,6,-7.538,0.338,0.333,3.96e-06,0.0491,0.444,160.057,2.2,0,Go away,Chaotic
0.406,0.297,11,-16.52,0.0345,0.499,0.386,0.122,0.167,167.897,2.1,0,Tragedy,Cryingrn
0.668,0.709,2,-7.236,0.077,0.0921,0.0,0.247,0.267,119.999,2.29,0,Skies Gray,DeadboyViaell
0.77,0.483,11,-7.475,0.141,0.433,0.0,0.11,0.189,94.02,2.89,0,Ain't Nobody Like Me,Nas34
0.504,0.595,4,-14.537,0.123,0.339,0.842,0.172,0.0635,116.26,2.13,0,core-tet,Dr S
0.367,0.462,1,-15.277,0.0492,0.00136,0.593,0.242,0.11,89.617,4.8,0,CHAMBER OF DESPAIR,Dr S
0.561,0.561,1,-14.255,0.0344,0.00298,0.87,0.107,0.46,149.962,3.96,0,"CHAMBER OF DESPAIR, PT. II",Dr S
0.599,0.505,7,-9.69,0.948,0.724,0.0,0.453,0.612,168.216,0.55,0,Intro Barrera),Dj Teddy
0.717,0.698,6,-7.675,0.24,0.0245,0.00541,0.238,0.342,129.977,3.6,0,Here To Stay,Dj Teddy
0.598,0.625,8,-8.417,0.198,0.0626,0.0,0.078,0.419,99.465,3.93,0,KickDoe,Dj Teddy
0.682,0.795,3,-6.467,0.133,0.0865,0.0,0.177,0.652,131.096,4.24,0,Where They Do That At?,Dj Teddy
0.576,0.753,1,-6.998,0.433,0.287,0.0,0.0451,0.853,106.143,3.52,0,Method To My Madness,Dj Teddy
0.615,0.556,10,-10.129,0.334,0.0253,0.0,0.111,0.32,82.277,3.37,0,Pains & Gains,Dj Teddy
0.792,0.546,11,-10.951,0.893,0.69,0.0,0.136,0.825,42.933,0.3,0,Interlude Barrera),Dj Teddy
0.649,0.683,11,-6.691,0.145,0.392,5.72e-06,0.328,0.444,122.089,4.15,0,Runnin Outta Time,Dj Teddy
0.51,0.649,0,-6.77,0.439,0.192,4.81e-05,0.193,0.576,69.951,3.47,0,Trials & Tribulations,Dj Teddy
0.567,0.668,4,-7.432,0.083,0.078,1.5e-06,0.0795,0.118,150.13,3.65,0,Colder,Dj Teddy
0.576,0.626,5,-6.974,0.283,0.108,0.0,0.385,0.39,75.096,3.98,0,Stop Playin,Dj Teddy
0.55,0.758,0,-7.855,0.262,0.0978,1.65e-05,0.581,0.696,139.56,2.82,0,Can't Be Bothered,Dj Teddy
0.441,0.609,10,-6.608,0.349,0.135,0.0,0.152,0.45,157.994,3.28,0,Run Right To You,Dj Teddy
0.551,0.562,5,-9.228,0.296,0.23,0.00127,0.172,0.313,159.828,2.88,0,Bear Witness,Dj Teddy
0.714,0.393,9,-9.765,0.613,0.815,0.0,0.607,0.775,117.888,0.47,0,Outro Barrera),Dj Teddy
0.621,0.762,1,-6.378,0.286,0.11,0.0,0.0853,0.627,154.036,3.29,0,Wreck Shop,Dj Teddy
0.396,0.765,1,-4.77,0.0332,0.000375,4.74e-05,0.106,0.356,142.023,2.04,0,changes,KNXLIDGE
0.555,0.385,2,-15.082,0.0658,0.892,0.852,0.126,0.337,146.903,1.45,0,Christmas Eve,Ethan Setiawan
0.509,0.512,9,-13.321,0.0375,0.551,0.88,0.0984,0.431,113.819,5.4,0,Uncrossed,Ethan Setiawan
0.527,0.436,11,-11.383,0.0397,0.84,0.756,0.0864,0.313,128.606,6.21,0,Golden,Ethan Setiawan
0.545,0.467,7,-12.221,0.0354,0.773,0.818,0.139,0.344,106.591,7.86,0,Bear Jam,Ethan Setiawan
0.676,0.229,7,-13.604,0.0325,0.94,0.851,0.108,0.254,90.213,4.9,0,Reliably Distracted,Ethan Setiawan
0.542,0.474,10,-12.805,0.0351,0.77,0.913,0.175,0.459,107.142,5.23,0,Quolska,Ethan Setiawan
0.696,0.321,7,-11.572,0.0451,0.98,0.166,0.131,0.961,105.451,2.58,0,Upwind Downstream,Ethan Setiawan
0.602,0.335,6,-12.739,0.0914,0.876,0.835,0.0931,0.575,80.349,7.27,0,Nugget,Ethan Setiawan
0.662,0.212,5,-15.036,0.037,0.955,0.768,0.11,0.304,123.626,8.03,0,Lonesome Tune,Ethan Setiawan
0.607,0.249,0,-14.152,0.0385,0.882,0.826,0.108,0.354,129.047,4.59,0,Carolina Avenue,Ethan Setiawan
0.638,0.487,9,-11.678,0.0444,0.864,0.898,0.201,0.637,117.097,4.4,0,Sunday Afternoon Reel,Ethan Setiawan
0.481,0.309,2,-13.037,0.034,0.84,0.844,0.136,0.412,150.978,5.2,0,Redwoods,Ethan Setiawan
0.571,0.0125,2,-35.695,0.034,0.98,0.968,0.129,0.326,79.966,2.2,0,Plastic Shoes,Chanielle Degeorge
0.335,0.482,6,-12.147,0.0364,0.0765,0.823,0.0968,0.185,123.439,4.41,0,BIG MISTAKE - 2023 Remastered Version,Gavin Watts
0.34,0.777,7,-12.97,0.0417,0.389,0.859,0.12,0.558,141.878,3.73,0,ROADRUNNER - 2023 Remastered Version,Gavin Watts
0.205,0.472,6,-14.334,0.0411,0.489,0.944,0.117,0.147,120.618,4.1,0,ACROSS THE WATERS - 2023 Remastered Version,Gavin Watts
0.381,0.699,10,-13.582,0.0317,0.0726,0.0262,0.415,0.533,138.151,2.72,0,KEN BURNS ESTATE SALE - 2023 Remastered Version,Gavin Watts
0.219,0.517,6,-14.044,0.0396,0.753,0.975,0.113,0.2,111.333,5.04,0,FACE TO FACE - 2023 Remastered Version,Gavin Watts
0.798,0.765,1,-6.764,0.0437,0.333,4.92e-06,0.184,0.963,100.438,4.25,0,La Agarro Bajando,Gilberto Santa Rosa
0.792,0.857,11,-4.635,0.0471,0.0308,2.82e-05,0.212,0.961,110.732,4.21,0,La Negra Tiene Tumbao,Celia Cruz
0.551,0.944,2,-2.899,0.0735,0.407,1.36e-05,0.252,0.682,91.894,4.37,0,A Cambio de Qué - Salsa,Huey Dunbar
0.677,0.842,5,-4.217,0.0413,0.572,0.000216,0.117,0.887,180.079,4.76,0,Tu Reputación,Tito Nieves
0.835,0.864,0,-5.291,0.0757,0.193,6.71e-06,0.0646,0.937,110.04,3.32,0,Sabor A Beisbol - Bonus Track,Víctor Manuelle
0.68,0.855,9,-4.734,0.0342,0.549,0.000348,0.0943,0.857,95.035,4.77,6,El Cielo Lloró,Eddie Santiago
0.777,0.779,2,-5.68,0.0738,0.245,5.53e-06,0.132,0.749,107.876,3.35,0,Bandida - Salsa,Elvis Crespo
0.752,0.873,0,-3.761,0.0443,0.288,0.0,0.105,0.728,96.383,4.71,0,Te Conozco,Ricardo y Alberto
0.696,0.766,5,-4.101,0.036,0.574,9.39e-06,0.0625,0.886,173.917,4.74,0,Luna Negra,Rey Ruiz
0.807,0.733,11,-5.105,0.0525,0.326,0.0,0.261,0.802,91.019,4.69,0,Así Es la Vida,Luis Enrique
0.569,0.676,1,-6.721,0.407,0.00687,0.0,0.251,0.367,169.553,3.01,8,Still Love Trump,Nick Nittoli
0.564,0.752,9,-4.19,0.277,0.0805,0.0,0.342,0.645,67.961,4.41,7,Imma G - Main,Dem Get Away Boyz
0.656,0.461,9,-9.599,0.0387,0.974,0.911,0.0844,0.032,132.008,1.55,2,"Robot, Heal Thyself",Dre/Parma
0.65,0.467,11,-9.913,0.0366,0.695,0.713,0.114,0.42,109.966,4.24,2,Strange Premonitions,Dre/Parma
0.629,0.495,7,-10.829,0.0509,0.495,0.651,0.09,0.114,125.901,3.1,2,Fresno,Dre/Parma
0.605,0.55,10,-15.065,0.0466,0.622,0.261,0.337,0.276,129.975,2.09,2,The Grinners (for Mark and Peter M.),Dre/Parma
0.484,0.38,0,-16.47,0.0318,0.165,0.788,0.133,0.0608,119.893,3.56,0,3.92,Dre/Parma
0.18,0.197,4,-17.209,0.0339,0.845,0.874,0.123,0.0343,78.14,3.29,0,A Moment of Urgency,Dre/Parma
0.193,0.14,4,-21.458,0.0464,0.969,0.816,0.149,0.0397,124.557,1.73,2,All the W's,Dre/Parma
0.314,0.581,10,-6.159,0.0399,0.0833,0.0,0.103,0.172,169.278,3.2,8,Give Me Love - The Voice Performance,Tim Atlas
0.259,0.59,7,-12.019,0.031,0.0405,8.26e-06,0.824,0.159,100.931,1.43,0,Intro - Live in Japan,Children Of Bodom
0.21,0.979,7,-3.566,0.073,8e-06,0.748,0.99,0.472,126.0,3.39,1,"Silent Night, Bodom Night - Live in Japan",Children Of Bodom
0.136,0.972,2,-3.823,0.113,2.63e-05,0.527,0.985,0.314,157.157,4.13,1,Lake Bodom - Live in Japan,Children Of Bodom
0.21,0.967,2,-3.569,0.0713,2.41e-05,0.778,0.93,0.38,99.686,4.12,0,Warheart - Live in Japan,Children Of Bodom
0.165,0.959,2,-3.959,0.0836,0.00013,0.756,0.67,0.158,144.492,4.59,1,Bed Of Razors - Live in Japan,Children Of Bodom
0.191,0.709,2,-7.616,0.0366,0.516,0.945,0.771,0.223,85.047,2.18,0,War Of Razors - Live In Japan,Children Of Bodom
0.352,0.99,7,-3.593,0.109,3.53e-05,0.447,0.698,0.32,111.833,3.53,0,Deadnight Warrior - Live in Japan,Children Of Bodom
0.278,0.979,3,-4.172,0.1,1.71e-05,0.644,0.944,0.338,117.108,4.5,1,Hatebreeder - Live in Japan,Children Of Bodom
0.154,0.958,2,-4.201,0.132,9.43e-05,0.771,0.857,0.168,100.549,5.89,2,Touch Like Angel Of Death - Live In Japan,Children Of Bodom
0.218,0.97,7,-3.963,0.0713,6.39e-05,0.765,0.84,0.236,106.682,4.8,1,Downfall - Live in Japan,Children Of Bodom
0.265,0.98,2,-4.136,0.0994,8.53e-05,0.228,0.671,0.278,115.741,6.19,0,Towards Dead End - Live in Japan,Children Of Bodom
0.539,0.884,0,-5.311,0.0435,0.26,0.575,0.304,0.168,120.035,3.94,8,Glory,Jean-Michel Jarre
0.563,0.74,9,-4.535,0.0314,0.0527,0.0,0.341,0.385,108.057,4.12,4,Underneath,Alanis Morissette
0.501,0.603,4,-9.222,0.104,0.618,1.2e-05,0.122,0.0944,78.039,4.28,5,20/20,Alanis Morissette
0.622,0.828,2,-8.858,0.037,0.261,0.642,0.0437,0.571,181.569,3.64,1,Oaxaca y Guerrero,Poder del Tigre y Su Musical
0.833,0.927,7,-4.278,0.128,0.776,1.62e-06,0.084,0.963,91.526,2.24,0,Ritmo Hermano Y Primo,Poder del Tigre y Su Musical
0.708,0.842,11,-4.71,0.0437,0.295,9.89e-05,0.285,0.975,153.129,3.97,0,Na'a Lo'o Yoso Canu,Poder del Tigre y Su Musical
0.624,0.934,2,-6.218,0.0392,0.764,0.826,0.177,0.623,182.891,5.83,2,Chilena De Carnaval,Poder del Tigre y Su Musical
0.447,0.813,11,-3.674,0.142,0.576,0.0,0.0783,0.658,99.95,4.25,0,Na Lo'o Shanu Shillu,Poder del Tigre y Su Musical
0.722,0.842,11,-7.014,0.0808,0.419,0.0636,0.126,0.828,159.155,3.74,1,Chilena Rojas,Poder del Tigre y Su Musical
0.803,0.948,4,-7.428,0.0964,0.25,0.589,0.298,0.643,90.751,3.3,0,Chilena De Mis Primos,Poder del Tigre y Su Musical
0.67,0.816,9,-4.508,0.0367,0.457,4.51e-05,0.0682,0.974,147.026,2.84,1,Na'a Lo'o San Martin,Poder del Tigre y Su Musical
0.439,0.813,0,-3.999,0.0801,0.162,0.0,0.241,0.7,102.104,4.68,1,Llukura Loko Yosocanu,Poder del Tigre y Su Musical
0.676,0.952,2,-7.281,0.0354,0.547,0.73,0.0675,0.961,182.976,3.67,0,Chilena Milenio,Poder del Tigre y Su Musical
0.785,0.763,11,-4.905,0.0641,0.597,0.0,0.0954,0.818,101.073,3.67,2,Nallo Nelo Nduvi'i,Poder del Tigre y Su Musical
0.93,0.647,9,-7.134,0.106,0.344,0.000712,0.0784,0.966,141.042,2.65,0,Yo Canto Con Amor,Poder del Tigre y Su Musical
0.867,0.729,10,-8.277,0.0652,0.146,0.000143,0.0414,0.981,112.847,2.37,2,Amor A La Ligera,Los Invasores De Nuevo León
0.725,0.928,1,-5.633,0.0674,0.44,7.18e-06,0.183,0.964,126.203,3.14,0,Apenas Tenia Diez Años,Conjunto Michoacán (De Hermenegildo García)
0.655,0.283,7,-9.994,0.0668,0.291,1.65e-06,0.053,0.622,177.549,2.63,0,El Cuervo Y El Escribano,Luis y Julian
0.679,0.334,5,-4.995,0.037,0.85,0.0,0.294,0.767,96.045,3.22,0,Caballo Alazan Lucero,Los Alegres De Teran
0.703,0.531,8,-9.324,0.0423,0.558,0.00112,0.22,0.762,114.627,3.74,0,Despreciado Me Voy,Gorriones Del Topo Chico
0.733,0.517,7,-9.81,0.0438,0.0961,8.78e-05,0.158,0.804,112.215,2.74,2,Flor De Capomo,Carlos Y Jose
0.477,0.445,9,-8.515,0.0289,0.214,0.0,0.066,0.436,161.482,2.69,0,La Llama Del Amor,David Lee Garza
0.691,0.702,9,-6.072,0.0643,0.472,0.0,0.0644,0.751,96.798,3.14,0,La Bronco Negra,Los Leones Del Norte
0.298,0.567,2,-7.624,0.0439,0.613,1.67e-05,0.183,0.513,203.394,3.19,0,Cuatro Palabras,Latin Breed
0.511,0.798,2,-5.489,0.039,0.505,0.0,0.233,0.855,88.399,2.6,0,La Manta,Hnos. Barrón
0.718,0.272,5,-5.428,0.0444,0.753,5.38e-06,0.278,0.444,112.032,2.49,0,Judas,Chelo Silva
0.477,0.774,5,-5.659,0.0394,0.659,0.000195,0.0912,0.929,156.909,2.96,0,Por Los Caminos Del Sur,Los Polifaceticos
0.704,0.531,5,-7.795,0.0453,0.509,3.48e-05,0.329,0.675,100.116,3.57,2,Y Por Esa Calle Vive,Los Baron De Apodaca
0.617,0.506,4,-8.189,0.0236,0.458,1.06e-06,0.109,0.539,106.489,3.85,0,No Te Olvidaré,Mazz
0.533,0.202,11,-21.203,0.0629,0.644,0.000254,0.104,0.341,140.555,2.62,1,Cálmese,Sombrio Hermanos
0.557,0.364,7,-20.16,0.0377,0.153,0.856,0.177,0.222,146.377,1.91,1,Sonidos de la Boca,Sombrio Hermanos
0.616,0.306,9,-15.335,0.0437,0.679,0.844,0.0909,0.117,132.142,1.54,1,Cargador Frontal,Sombrio Hermanos
0.689,0.497,1,-15.444,0.0329,0.745,0.923,0.106,0.599,137.607,1.32,1,Vore,Sombrio Hermanos
0.29,0.217,6,-17.091,0.0333,0.953,0.681,0.108,0.0865,76.075,1.8,1,Chicas Pies,Sombrio Hermanos
0.673,0.302,4,-19.325,0.0454,0.129,1.71e-05,0.248,0.491,148.642,2.26,1,Limpieza de Ventanas,Sombrio Hermanos
0.633,0.406,2,-12.539,0.0424,0.0791,0.786,0.185,0.599,80.924,2.06,1,A la Fuerza,Sombrio Hermanos
0.451,0.548,5,-4.916,0.0267,0.0446,9.31e-06,0.188,0.358,185.968,3.37,8,Doin' It For Me,The Half Guided Hearts
0.67,0.768,1,-6.595,0.177,0.0309,0.0,0.108,0.844,152.908,3.9,8,Hold Dat Noise (G Mix) [feat. Yo Gotti & Kevin Gates],Racked Up Ready
0.36,0.73,0,-5.167,0.0408,0.000173,0.834,0.152,0.433,119.976,3.44,3,Beauty and the Beast - Disney Super Guitar,Zakk Wylde
0.428,0.902,10,-4.947,0.0358,6.65e-05,0.96,0.2,0.426,138.02,3.97,1,Under the Sea - Disney Super Guitar,Paul Gilbert
0.273,0.535,4,-6.397,0.0352,0.00122,0.841,0.131,0.0528,175.798,4.2,1,When You Wish Upon a Star - Disney Super Guitar,Tak Matsumoto
0.298,0.729,7,-5.494,0.041,4.3e-06,0.899,0.129,0.303,128.075,3.96,1,A Whole New World - Disney Super Guitar,Mike Orlando
0.165,0.891,7,-5.287,0.0545,2e-05,0.924,0.358,0.322,200.297,3.58,1,Someday My Prince Will Come - Disney Super Guitar,Orianthi
0.4,0.781,3,-4.745,0.0404,1.84e-05,0.844,0.0834,0.446,119.982,3.53,1,Hellfire - Disney Super Guitar,George Lynch
0.357,0.782,10,-4.586,0.0389,1.15e-05,0.925,0.221,0.153,120.144,4.02,0,Can You Feel the Love Tonight - Disney Super Guitar,Richie Kotzen
0.357,0.93,10,-5.937,0.044,5.96e-06,0.65,0.0981,0.444,104.012,4.11,0,Colors of the Wind - Disney Super Guitar,Jeff Watson
0.303,0.65,7,-5.656,0.0362,1.19e-05,0.858,0.181,0.258,127.872,3.31,0,Chim Chim Cher-ee - Disney Super Guitar,Phil X
0.301,0.622,9,-5.823,0.033,8.83e-06,0.893,0.124,0.303,99.91,4.21,0,Reflection - Disney Super Guitar,Ron Bumblefoot Thal
0.655,0.716,1,-4.904,0.273,0.629,0.0,0.305,0.926,159.762,3.89,0,Happy (Clap Along),Cue the Rain
0.563,0.908,7,-3.102,0.0806,0.13,0.0,0.481,0.408,127.833,2.83,0,You Know How I Feel,Big Firelight
0.498,0.792,4,-2.529,0.034,0.142,1.85e-06,0.194,0.339,127.848,3.64,0,Dare You (Lay On the Ground),Jessy Foxes
0.656,0.86,1,-4.244,0.0529,0.00177,1.36e-06,0.266,0.961,105.013,3.36,0,Skip to the Good Bit,Stolen Paradise
0.645,0.768,11,-4.771,0.0421,0.0946,0.0,0.122,0.747,137.864,3.44,0,Can't Remember to Forget You,Jessy Foxes
0.523,0.883,11,-4.476,0.063,0.0622,0.0,0.123,0.413,125.976,4.06,0,The Spark (Taking Back the Way),Big Firelight
0.719,0.581,11,-7.126,0.0343,0.0148,0.00853,0.0935,0.201,121.03,3.7,0,Ordinary Love,Jessy Foxes
0.591,0.747,10,-3.705,0.0523,0.502,3.18e-06,0.0578,0.515,123.974,4.01,5,Sweater Weather (It's Too Cold for You Here),Cue the Rain
0.816,0.728,11,-5.146,0.0322,0.0277,4.4e-06,0.0565,0.734,113.998,5.26,0,Stolen Dance,Colde One
0.387,0.53,11,-6.113,0.0347,0.229,0.0759,0.124,0.0588,136.015,3.95,0,Atlas,Air Balloon
0.589,0.867,4,-9.174,0.0336,0.0489,0.0539,0.107,0.44,86.989,4.01,0,You're Trying to Save Me,Cue the Rain
0.77,0.82,1,-4.141,0.0734,0.0983,0.0,0.0882,0.747,110.001,4.17,0,The Monster,Colde One
0.648,0.703,7,-3.732,0.0254,0.292,0.0,0.277,0.529,127.949,3.5,0,Without You,Big Firelight
0.473,0.725,5,-4.861,0.101,0.353,0.0,0.133,0.589,160.761,3.92,0,Little Me (You Can Be Beautiful),Jessy Foxes
0.371,0.561,2,-5.496,0.0299,0.159,0.0,0.12,0.206,167.944,4.53,0,Beneath Your Beautiful,Air Balloon
0.578,0.721,4,-3.704,0.0323,0.0151,3.3e-06,0.149,0.473,91.937,3.59,0,Like a Cannonball,Stolen Paradise
0.43,0.238,2,-6.083,0.0293,0.943,0.000213,0.0882,0.128,95.134,3.89,0,Say Something (I Know Nothing At All),Air Balloon
0.827,0.669,1,-4.688,0.0575,0.0352,9.81e-06,0.0356,0.814,121.19,3.79,0,Move,Jessy Foxes
0.649,0.399,9,-10.791,0.0416,0.672,0.00545,0.0923,0.398,145.865,4.21,0,Who You Love,Stolen Paradise
0.677,0.729,0,-5.401,0.0642,0.00657,0.0382,0.142,0.31,127.954,4.05,0,Where Have You Been,Jessy Foxes
0.94,0.662,4,-4.754,0.0769,0.0362,0.00296,0.0906,0.837,126.035,2.46,0,I'm Addicted to You,Burning Gold
0.748,0.823,10,-3.677,0.169,0.403,0.0,0.279,0.701,99.977,3.62,0,Hips Don't Lie,Burning Gold
0.814,0.732,4,-4.008,0.0505,0.258,0.0,0.117,0.941,131.996,3.58,0,I'm Gonna Be (500 Miles),Cue the Rain
0.789,0.879,9,-5.036,0.0646,0.186,8.91e-06,0.276,0.775,110.008,3.12,0,Loca (Yo Soy Con Mi Tigre),Burning Gold
0.571,0.9,11,-4.64,0.0637,0.104,0.0,0.137,0.83,129.992,3.4,0,Timber,Big Firelight
0.757,0.871,2,-4.88,0.0501,0.00996,0.000181,0.0996,0.881,126.999,3.32,0,Waka Waka (This Time for Africa),Burning Gold
0.773,0.882,6,-2.985,0.0376,0.13,0.000708,0.194,0.716,128.01,3.6,0,We Found Love,Jessy Foxes
0.609,0.659,0,-5.281,0.242,0.555,0.0,0.227,0.464,81.841,3.62,0,Trumpets,Cue the Rain
0.784,0.747,1,-3.672,0.0361,0.144,0.0,0.154,0.464,107.978,3.27,0,"Whenever, Wherever",Burning Gold
0.694,0.573,1,-7.306,0.0272,0.000352,0.21,0.0776,0.472,130.014,3.32,4,Fuck U Betta,Stolen Paradise
0.742,0.518,5,-10.789,0.0575,0.0164,0.0,0.102,0.224,133.974,2.9,7,Light Years ahead of these Bird Brains,Blackjesus Yoshua
0.547,0.709,7,-6.72,0.0454,0.228,0.0,0.225,0.427,160.072,4.2,8,Gracias A Ti - Remix,Wisin & Yandel
0.584,0.0284,9,-20.646,0.0916,0.996,0.957,0.083,0.34,81.705,1.67,2,The Sweetest Step,Slava Chekhov
0.438,0.0489,3,-25.288,0.053,0.994,0.938,0.115,0.884,94.074,2.64,2,Blown Away,Slava Chekhov
0.581,0.0119,8,-22.401,0.0719,0.993,0.945,0.11,0.0455,107.282,2.44,2,All Is Forgiven,Slava Chekhov
0.585,0.0156,4,-21.742,0.0448,0.993,0.945,0.0894,0.225,63.264,3.74,2,A Futile Apology,Slava Chekhov
0.673,0.554,5,-5.767,0.0899,0.336,0.0,0.0923,0.751,124.026,3.95,8,I Don't Wanna Hurt You,Latif
0.834,0.294,1,-8.983,0.0575,0.17,0.505,0.0816,0.71,123.947,3.35,0,I Don't Wanna Hurt You - Instrumental Edit,Latif
0.853,0.688,1,-6.523,0.418,0.0132,0.0,0.307,0.581,154.244,1.12,0,Girl - Snippet,Latif
0.887,0.677,7,-7.976,0.148,0.0351,2.55e-06,0.0898,0.949,99.065,1.41,0,Put Me On - Snippet,Latif
0.708,0.357,2,-12.145,0.102,0.651,0.0,0.0851,0.599,59.013,1.22,0,Without You - Snippet,Latif
0.66,0.54,1,-8.924,0.21,0.292,5.88e-06,0.0902,0.858,60.555,1.06,0,Can't Let Love - Snippet,Latif
0.856,0.901,4,-5.581,0.137,0.486,9.61e-05,0.347,0.962,104.993,3.34,5,Working Together,Chilly Gonzales
0.744,0.815,0,-2.877,0.0257,0.171,1.91e-05,0.114,0.6,96.022,3.96,2,Slow Down,Chilly Gonzales
0.77,0.397,2,-10.275,0.0273,0.459,0.863,0.0928,0.632,90.001,2.92,0,Theme From In-Between,Chilly Gonzales
0.631,0.916,0,-4.179,0.0549,0.178,0.0,0.312,0.597,135.026,4.16,0,Unrequited Love,Chilly Gonzales
0.624,0.524,0,-11.84,0.0543,0.662,0.0233,0.389,0.187,72.01,3.86,0,Map Of The World,Chilly Gonzales
0.688,0.414,3,-12.381,0.0309,0.876,0.911,0.114,0.261,102.003,2.44,0,Modalisa,Chilly Gonzales
0.432,0.157,3,-15.154,0.0345,0.842,0.00106,0.109,0.0388,130.415,4.86,0,Apology,Chilly Gonzales
0.769,0.69,0,-4.348,0.0292,0.0115,0.386,0.0446,0.763,109.978,4.66,1,Let's Ride,Chilly Gonzales
0.46,0.119,0,-16.223,0.0284,0.975,0.834,0.105,0.097,63.985,4.44,0,C Major,Chilly Gonzales
0.615,0.113,9,-11.425,0.0769,0.852,0.0,0.0988,0.38,127.888,2.49,0,Singing Something,Chilly Gonzales
0.579,0.542,2,-8.471,0.437,0.86,0.0,0.136,0.691,155.609,3.31,0,"Fortunately, Unfortunately",Chilly Gonzales
0.806,0.778,9,-4.942,0.242,0.023,0.000252,0.12,0.718,98.106,4.16,0,Slow Down - Remix,Chilly Gonzales
0.834,0.21,8,-15.053,0.0526,0.988,0.761,0.0936,0.516,109.977,3.15,0,Home Movies,Chilly Gonzales
0.445,0.993,6,-3.034,0.222,2.54e-06,0.103,0.0906,0.28,95.021,3.15,1,My Drug (Rock N Roll),Sprung Monkey
0.458,0.939,1,-2.505,0.0785,1.97e-05,0.000194,0.0417,0.545,98.822,3.8,3,California,Sprung Monkey
0.253,0.946,1,-4.017,0.27,2.01e-05,0.00126,0.326,0.334,173.289,3.69,1,Conspiracy,Sprung Monkey
0.481,0.984,4,-2.731,0.109,5.57e-05,0.0,0.323,0.641,142.927,2.29,1,La Fee Verte,Sprung Monkey
0.513,0.988,11,-2.866,0.103,3.31e-06,0.0121,0.309,0.612,107.517,2.9,1,Mr. Narcissistic,Sprung Monkey
0.436,0.995,3,-2.926,0.104,1.29e-05,1.77e-06,0.402,0.465,94.475,2.54,1,Rape and Romance,Sprung Monkey
0.252,0.973,4,-2.66,0.0941,4.72e-06,0.00886,0.257,0.556,86.231,4.03,1,Save Me,Sprung Monkey
0.374,0.986,6,-2.972,0.25,2.56e-06,0.00342,0.0876,0.523,174.067,3.04,1,Click,Sprung Monkey
0.464,0.988,4,-1.958,0.132,0.000537,0.0,0.52,0.643,96.512,1.74,0,Drugs,Sprung Monkey
0.253,0.975,3,-2.586,0.142,8.1e-06,0.00349,0.21,0.652,183.697,2.26,1,Dead Is Dead,Sprung Monkey
0.564,0.476,2,-6.124,0.0267,0.631,0.0,0.104,0.417,140.016,3.63,7,Yo Lo Quería Para Mí,Jay Juarez
0.696,0.493,4,-9.452,0.0302,0.0412,0.916,0.0969,0.728,99.99,2.93,0,Broken Pieces,Sound Frames
0.474,0.617,2,-8.26,0.0275,3.28e-05,0.853,0.093,0.309,105.942,4.07,0,Riding to the End,Sound Frames
0.24,0.174,4,-6.928,0.0297,5.58e-05,0.766,0.0913,0.0655,68.504,0.93,2,Slow Emotion,Sound Frames
0.561,0.272,7,-8.683,0.033,0.584,0.205,0.279,0.275,116.769,1.5,2,Ethereal Sharpness,Sound Frames
