year,track_name,track_popularity,album,artist_name,artist_genres,main_genre,artist_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
2018,Bad At Love,74,hopeless fountain kingdom (Deluxe),Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",pop,81,0.675,0.751,0,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,3.02
2018,Love Lies (with Normani),74,Love Lies (with Normani),Khalid,"['pop', 'pop r&b']",pop,84,0.708,0.648,6,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,3.36
2019,Pure Water (with Migos),74,Perfect Ten,Mustard,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,71,0.682,0.559,0,-5.545,0.127,0.174,0.0,0.344,0.137,202.015,3.21
2019,Higher Love,74,Higher Love,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",pop,80,0.693,0.678,8,-7.159,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,3.8
2019,Callaita,74,Callaita,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",rap,95,0.61,0.624,2,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,4.18
2019,China,74,China,Anuel AA,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",rap,87,0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,5.03
2019,3 Nights,74,"Don't Forget About Me, Demos",Dominic Fike,"['alternative pop rock', 'pov: indie']",pop,77,0.815,0.518,7,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,2.96
2019,"10,000 Hours (with Justin Bieber)",74,"10,000 Hours (with Justin Bieber)",Dan + Shay,"['contemporary country', 'country', 'country road']",,71,0.654,0.63,10,-4.644,0.0259,0.153,0.0,0.111,0.43,89.991,2.79
2019,Soltera (Remix),74,…pico,Lunay,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",rap,73,0.795,0.783,5,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,4.43
2019,Shotta Flow (feat. Blueface) - Remix,74,Cottonwood,NLE Choppa,"['memphis hip hop', 'rap']",hip hop,79,0.893,0.514,2,-4.776,0.424,0.0245,0.0,0.142,0.555,120.077,2.94
2019,Old Town Road,74,7 EP,Lil Nas X,['lgbtq+ hip hop'],hip hop,76,0.907,0.53,1,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,1.88
2019,Here With Me,74,Here With Me,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",pop,84,0.791,0.565,5,-3.933,0.0439,0.0623,0.0,0.156,0.181,99.961,2.61
2019,Nothing Breaks Like a Heart (feat. Miley Cyrus),74,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,['pop soul'],pop,75,0.601,0.794,7,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,3.62
2020,Life Is Good (feat. Drake),74,Life Is Good (feat. Drake),Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",hip hop,94,0.676,0.609,2,-5.831,0.481,0.0706,0.0,0.152,0.508,142.037,3.96
2020,Savage Love (Laxed - Siren Beat),74,Savage Love (Laxed - Siren Beat),Jawsh 685,['nz pop'],pop,59,0.767,0.481,0,-8.52,0.0803,0.234,0.0,0.269,0.761,150.076,2.86
2020,Yo Perreo Sola,74,YHLQMDLG,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",rap,95,0.86,0.758,11,-5.16,0.0695,0.021,6.54e-05,0.344,0.453,97.014,2.87
2021,Astronaut In The Ocean,74,Astronaut In The Ocean,Masked Wolf,['australian hip hop'],hip hop,64,0.778,0.695,4,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996,2.21
2021,pov,74,Positions,Ariana Grande,['pop'],pop,94,0.487,0.534,0,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798,3.36
2021,Bandido,74,Bandido,Myke Towers,"['reggaeton', 'trap latino', 'urbano latino']",rap,88,0.713,0.617,8,-4.637,0.0887,0.122,0.0,0.0962,0.682,168.021,3.88
2021,Life Goes On,74,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,['alternative hip hop'],hip hop,71,0.7,0.49,0,-5.187,0.076,0.186,0.0,0.117,0.569,79.982,2.7
2021,Praise God,74,Donda,Kanye West,"['chicago rap', 'hip hop', 'rap']",rap,94,0.798,0.545,1,-6.466,0.168,0.00904,9.48e-05,0.258,0.212,118.029,3.78
2022,About Damn Time,74,About Damn Time,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",hip hop,71,0.836,0.743,10,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,3.2
2022,When You're Gone,74,When You're Gone,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",pop,82,0.603,0.691,5,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,2.87
2023,La Jumpa,74,Sr. Santos,Arc·ngel,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",hip hop,84,0.887,0.234,9,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,3.28
2000,Shape of My Heart,73,Black & Blue,Backstreet Boys,"['boy band', 'dance pop', 'pop']",pop,75,0.575,0.786,9,-4.353,0.0296,0.252,0.0,0.159,0.518,96.102,3.83
2001,I'm Like A Bird,73,"Whoa, Nelly! (Expanded Edition)",Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",pop,77,0.623,0.607,10,-5.113,0.0353,0.147,3.29e-06,0.227,0.614,89.654,4.05
2001,U Remind Me,73,8701,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",hip hop,83,0.657,0.629,6,-4.938,0.0782,0.194,0.0,0.254,0.726,93.985,4.45
2001,Your Body Is a Wonderland,73,Room For Squares,John Mayer,"['neo mellow', 'singer-songwriter']",,77,0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,4.16
2001,Butterfly,73,The Gift Of Game,Crazy Town,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",rap,58,0.736,0.811,9,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,3.61
2002,My Sacrifice,73,Weathered,Creed,"['alternative metal', 'nu metal', 'post-grunge']",,70,0.32,0.88,2,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,4.91
2003,I'm with You,73,Let Go,Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop']",pop,76,0.457,0.406,9,-7.462,0.0291,0.08,0.0,0.117,0.208,151.95,3.72
2003,Your Body Is a Wonderland,73,Room For Squares,John Mayer,"['neo mellow', 'singer-songwriter']",,77,0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,4.16
2003,Someday,73,The Long Road,Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",rock,78,0.455,0.858,11,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118,3.46
2004,Bless The Broken Road,73,Feels Like Today,Rascal Flatts,"['contemporary country', 'country', 'country road']",,69,0.591,0.45,0,-6.369,0.0266,0.671,2.23e-05,0.159,0.344,135.893,3.78
2004,Slow Jamz,73,The College Dropout,Twista,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",rap,66,0.559,0.733,2,-5.659,0.171,0.314,0.0,0.284,0.611,145.115,5.27
2004,La Camisa Negra,73,Mi Sangre,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",pop,76,0.751,0.731,6,-4.419,0.0308,0.0838,0.0,0.0556,0.973,97.007,3.61
2004,Jesus Walks,73,The College Dropout,Kanye West,"['chicago rap', 'hip hop', 'rap']",rap,94,0.637,0.834,3,-4.686,0.323,0.614,0.0,0.317,0.715,87.312,3.23
2005,Better Together,73,In Between Dreams,Jack Johnson,['neo mellow'],,76,0.868,0.347,5,-9.529,0.0536,0.308,2e-05,0.11,0.659,110.059,3.46
2006,Crazy,73,St. Elsewhere,Gnarls Barkley,"['atl hip hop', 'neo soul']",hip hop,64,0.835,0.741,8,-1.609,0.0339,0.0172,0.0577,0.0826,0.612,111.963,3.03
2006,Life is a Highway,73,Me And My Gang,Rascal Flatts,"['contemporary country', 'country', 'country road']",,69,0.582,0.952,5,-3.848,0.0731,0.00324,0.0,0.223,0.655,103.027,4.61
2006,Patience,73,Beautiful World,Take That,"['boy band', 'europop', 'talent show']",pop,65,0.309,0.783,10,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788,3.37
2006,Too Little Too Late,73,The High Road,JoJo,"['dance pop', 'pop', 'post-teen pop']",pop,62,0.421,0.799,6,-5.183,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,3.7
2006,Over My Head (Cable Car),73,How To Save A Life,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",rock,70,0.592,0.729,8,-4.156,0.0448,0.022,0.0,0.0653,0.709,116.03,3.94
2007,What Goes Around.../...Comes Around (Interlude),73,FutureSex/LoveSounds,Justin Timberlake,"['dance pop', 'pop']",pop,83,0.687,0.723,7,-4.751,0.0709,0.122,0.00102,0.573,0.432,76.0,7.48
2007,Patience,73,Beautiful World,Take That,"['boy band', 'europop', 'talent show']",pop,65,0.309,0.783,10,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788,3.37
2008,All Summer Long,73,Rock n Roll Jesus,Kid Rock,['nu metal'],,67,0.7,0.864,7,-3.629,0.0283,0.0212,0.0,0.0956,0.887,102.997,4.96
2008,Touch My Body,73,E=MC2,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",pop,77,0.714,0.665,4,-7.736,0.0509,0.0996,0.0,0.226,0.842,78.515,3.41
2008,No Air (feat. Chris Brown),73,Jordin Sparks,Jordin Sparks,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",pop,62,0.466,0.759,8,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,4.41
2009,She Wolf,73,She Wolf (Expanded Edition),Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']",pop,87,0.865,0.69,7,-7.448,0.0443,0.285,0.0162,0.225,0.867,121.983,3.15
2009,Paparazzi,73,The Fame,Lady Gaga,"['art pop', 'dance pop', 'pop']",pop,85,0.762,0.692,5,-3.973,0.0438,0.113,0.0,0.094,0.397,114.906,3.47
2009,Fire Burning,73,Tomorrow,Sean Kingston,"['dance pop', 'miami hip hop', 'pop']",pop,71,0.839,0.804,1,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,4.0
2009,One Time,73,My World,Justin Bieber,"['canadian pop', 'pop']",pop,89,0.691,0.853,1,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,3.6
2009,Bulletproof,73,La Roux,La Roux,"['alternative dance', 'electropop', 'indietronica', 'neo-synthpop']",pop,64,0.674,0.882,3,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,3.43
2010,Replay,73,Replay,Iyaz,"['dance pop', 'pop rap', 'post-teen pop']",pop,65,0.706,0.751,9,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,3.04
2010,Alejandro,73,The Fame Monster (Deluxe Edition),Lady Gaga,"['art pop', 'dance pop', 'pop']",pop,85,0.623,0.793,11,-6.63,0.0462,0.000397,0.0015,0.375,0.36,98.998,4.57
2011,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",73,Hands All Over,Maroon 5,['pop'],pop,85,0.722,0.758,11,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047,3.35
2011,Firework,73,Teenage Dream,Katy Perry,['pop'],pop,84,0.638,0.832,8,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,3.8
2011,Down On Me,73,All About You,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",rap,73,0.7,0.598,2,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041,3.81
2011,Skinny Love,73,Birdy,Birdy,"['neo mellow', 'uk pop', 'viral pop']",pop,70,0.379,0.29,4,-8.485,0.051,0.952,0.00106,0.118,0.169,166.467,3.35
2011,Dirt Road Anthem,73,My Kinda Party,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",rock,74,0.68,0.74,2,-5.064,0.0355,0.342,1.81e-06,0.117,0.644,127.024,3.82
2011,jar of hearts,73,lovestrong.,Christina Perri,['pop'],pop,71,0.349,0.348,3,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,4.11
2011,The Lazy Song,73,Doo-Wops & Hooligans,Bruno Mars,"['dance pop', 'pop']",pop,89,0.794,0.711,8,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915,3.15
2012,Little Things,73,Take Me Home (Expanded Edition),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.709,0.22,7,-11.856,0.0327,0.811,0.0,0.175,0.53,110.076,3.65
2012,"Gone, Gone, Gone",73,The World From The Side Of The Moon,Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",pop,61,0.664,0.642,6,-5.961,0.038,0.129,0.0,0.114,0.501,118.002,3.49
2012,Latch,73,Settle (Deluxe),Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",,74,0.729,0.735,1,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,4.26
2012,One More Night,73,Overexposed (Deluxe),Maroon 5,['pop'],pop,85,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,3.66
2012,Live While We're Young,73,Take Me Home (Expanded Edition),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.663,0.857,2,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,3.34
2013,This Is What It Feels Like,73,Intense,Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",pop,75,0.551,0.833,8,-5.217,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,3.41
2013,Latch,73,Settle (Deluxe),Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",,74,0.729,0.735,1,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,4.26
2013,Roar,73,PRISM (Deluxe),Katy Perry,['pop'],pop,84,0.554,0.772,7,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,3.73
2013,I Need Your Love (feat. Ellie Goulding),73,18 Months,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",pop,86,0.695,0.869,8,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,3.91
2014,New Flame (feat. Usher & Rick Ross),73,X (Expanded Edition),Chris Brown,"['r&b', 'rap']",r&b,87,0.702,0.629,1,-4.292,0.041,0.0506,0.0,0.0963,0.446,141.967,4.07
2014,Cool Kids,73,Talking Dreams (Deluxe Edition),Echosmith,"['electropop', 'indie poptimism', 'viral pop']",pop,58,0.719,0.671,8,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,3.96
2014,2 On (feat. ScHoolboy Q),73,Aquarius,Tinashe,"['alternative r&b', 'dance pop', 'metropopolis', 'pop', 'r&b', 'urban contemporary']",r&b,67,0.742,0.595,9,-7.51,0.107,0.15,0.0,0.111,0.431,101.013,3.78
2014,Little Do You Know,73,It's About Us,Alex & Sierra,"['pop', 'post-teen pop', 'viral pop']",pop,56,0.5,0.292,0,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,3.09
2014,Shake It Off,73,1989,Taylor Swift,['pop'],pop,100,0.647,0.785,7,-5.414,0.165,0.0561,0.0,0.148,0.943,160.015,3.65
2015,Never Forget You,73,So Good,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",pop,78,0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,3.56
2015,Ex's & Oh's,73,Love Stuff,Elle King,['modern blues rock'],rock,63,0.612,0.921,7,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,3.37
2015,When We Were Young,73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.376,0.595,3,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,4.85
2015,Send My Love (To Your New Lover),73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.688,0.533,6,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,3.72
2015,Hello,73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.578,0.43,5,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,4.93
2016,Hello,73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.578,0.43,5,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,4.93
2016,Controlla,73,Views,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",hip hop,96,0.59,0.468,10,-11.083,0.185,0.0789,0.0,0.101,0.349,92.287,4.09
2016,Never Forget You,73,So Good,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",pop,78,0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,3.56
2016,When We Were Young,73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.376,0.595,3,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,4.85
2016,History,73,Made In The A.M. (Deluxe Edition),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.655,0.699,11,-4.421,0.0493,0.0352,0.0,0.064,0.802,86.704,3.12
2016,Send My Love (To Your New Lover),73,25,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.688,0.533,6,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,3.72
2017,Wild Thoughts (feat. Rihanna & Bryson Tiller),73,Grateful,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",hip hop,75,0.613,0.681,8,-3.089,0.0778,0.0287,0.0,0.126,0.619,97.621,3.41
2017,Lust For Life (with The Weeknd),73,Lust For Life,Lana Del Rey,"['art pop', 'pop']",pop,90,0.504,0.655,0,-8.644,0.0542,0.604,0.00193,0.364,0.262,99.982,4.4
2017,Swalla (feat. Nicki Minaj & Ty Dolla $ign),73,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,"['dance pop', 'pop']",pop,79,0.696,0.817,1,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,3.61
2017,Tunnel Vision,73,Painting Pictures,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",rap,80,0.497,0.489,11,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4.47
2017,Bad and Boujee (feat. Lil Uzi Vert),73,Culture,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",hip hop,76,0.926,0.666,11,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,5.72
2017,Fake Love,73,More Life,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",hip hop,96,0.928,0.481,9,-9.35,0.287,0.105,0.0,0.176,0.613,134.007,3.52
2017,Green Light,73,Melodrama,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",pop,76,0.594,0.721,2,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,3.91
2018,Rewrite The Stars,73,Rewrite The Stars,Zac Efron,"['hollywood', 'movie tunes', 'post-teen pop']",pop,68,0.684,0.619,10,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,3.62
2018,Meant to Be (feat. Florida Georgia Line),73,All Your Fault: Pt. 2,Bebe Rexha,"['dance pop', 'pop']",pop,80,0.643,0.783,10,-6.458,0.0856,0.047,0.0,0.083,0.579,154.084,2.73
2018,River (feat. Ed Sheeran),73,Revival,Eminem,"['detroit hip hop', 'hip hop', 'rap']",hip hop,90,0.748,0.749,8,-5.916,0.516,0.142,0.0,0.0713,0.659,90.09,3.68
2018,How Long,73,Voicenotes,Charlie Puth,"['pop', 'viral pop']",pop,80,0.845,0.561,1,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,3.35
2018,Mine,73,COSMIC,Bazzi,['pop'],pop,69,0.71,0.789,4,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,2.18
2018,It's Not Living (If It's Not With You),73,A Brief Inquiry Into Online Relationships,The 1975,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,77,0.618,0.837,1,-5.338,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4.14
2018,Me Niego (feat. Ozuna & Wisin),73,Ahora,Reik,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",pop,78,0.777,0.782,0,-4.435,0.0907,0.0505,0.0,0.64,0.773,94.023,3.69
2019,Without Me,73,Without Me,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",pop,81,0.752,0.488,6,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,3.36
2019,Kill This Love,73,KILL THIS LOVE,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",pop,81,0.763,0.835,2,-5.234,0.191,0.323,0.00221,0.225,0.645,131.875,3.18
2019,SOS (feat. Aloe Blacc),73,TIM,Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",pop,81,0.802,0.645,5,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,2.62
2019,i'm so tired...,73,~how i'm feeling~,Lauv,['pop'],pop,75,0.548,0.735,11,-7.572,0.236,0.173,0.0,0.195,0.498,101.252,2.71
2019,Dancing With A Stranger (with Normani),73,Dancing With A Stranger (with Normani),Sam Smith,"['pop', 'uk pop']",pop,83,0.741,0.52,8,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,2.85
2019,Truth Hurts,73,Cuz I Love You (Super Deluxe),Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",hip hop,71,0.715,0.624,4,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,2.89
2019,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",73,Carte Blanche,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",rap,78,0.842,0.801,8,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,3.54
2019,Calma - Remix,73,Calma (Remix),Pedro CapÛ,"['latin pop', 'puerto rican pop']",pop,68,0.826,0.773,11,-4.218,0.0524,0.323,0.0,0.143,0.761,126.899,3.97
2019,My Type,73,ICY,Saweetie,"['cali rap', 'trap queen']",rap,70,0.899,0.811,2,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038,2.11
2019,Beautiful People (feat. Khalid),73,No.6 Collaborations Project,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",pop,87,0.64,0.647,5,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979,3.3
2020,Party Girl,73,Party Girl,StaySolidRocky,['melodic rap'],rap,61,0.728,0.431,6,-9.966,0.0622,0.749,0.0,0.0996,0.629,130.022,2.46
2020,Be Kind (with Halsey),73,Be Kind (with Halsey),Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",pop,84,0.63,0.633,4,-7.088,0.0457,0.00776,0.0,0.0541,0.452,93.995,2.88
2020,Moral of the Story,73,Moral of the Story,Ashe,['alt z'],,69,0.572,0.406,10,-8.624,0.0427,0.587,4.48e-06,0.102,0.265,119.812,3.35
2021,Motley Crew,73,Motley Crew,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",rap,88,0.797,0.631,3,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,3.07
2022,Super Freaky Girl,73,Super Freaky Girl,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",pop,87,0.95,0.891,2,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,2.85
2022,Bam Bam (feat. Ed Sheeran),73,Familia,Camila Cabello,"['dance pop', 'pop']",pop,81,0.756,0.697,8,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,3.43
2022,MAMIII,73,MAMIII,Becky G,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",pop,78,0.843,0.7,4,-3.563,0.0803,0.0934,0.0,0.14,0.899,93.991,3.77
2022,Sacrifice,73,Dawn FM,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,95,0.735,0.795,11,-6.523,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,3.15
2022,Snow On The Beach (feat. Lana Del Rey),73,Midnights,Taylor Swift,['pop'],pop,100,0.663,0.319,9,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,4.27
2022,ALIEN SUPERSTAR,73,RENAISSANCE,BeyoncÈ,"['pop', 'r&b']",pop,93,0.545,0.641,10,-6.398,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,3.59
2022,It'll Be Okay,73,It'll Be Okay,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",pop,82,0.398,0.286,7,-11.881,0.033,0.616,0.000146,0.0912,0.0666,78.262,3.71
2023,DOGTOOTH,73,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator","['hip hop', 'rap']",hip hop,85,0.706,0.648,8,-6.348,0.324,0.505,0.0,0.215,0.802,77.533,2.68
2023,Slime You Out (feat. SZA),73,Slime You Out,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",hip hop,96,0.483,0.408,5,-9.243,0.0502,0.508,0.0,0.259,0.105,88.88,5.17
2001,Only Time,72,A Day Without Rain,Enya,"['celtic', 'gregorian dance', 'operatic pop']",pop,72,0.418,0.249,3,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,3.64
2001,Follow Me,72,Double Wide,Uncle Kracker,"['country', 'pop rock', 'post-grunge']",pop,61,0.817,0.585,5,-4.688,0.0301,0.439,0.0,0.147,0.916,105.014,3.64
2002,Get the Party Started,72,M!ssundaztood (Expanded Edition),P!nk,"['dance pop', 'pop']",pop,81,0.802,0.903,11,-3.267,0.046,0.0011,0.0,0.173,0.96,128.93,3.21
2002,I Know What You Want (feat. Flipmode Squad),72,It Ain't Safe No More. . .,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",hip hop,71,0.648,0.759,6,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,5.41
2003,X Gon' Give It To Ya,72,The Definition Of X: Pick Of The Litter,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",hip hop,71,0.761,0.899,10,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027,3.63
2003,I Know What You Want (feat. Flipmode Squad),72,It Ain't Safe No More. . .,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",hip hop,71,0.648,0.759,6,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,5.41
2004,She Will Be Loved,72,Songs About Jane,Maroon 5,['pop'],pop,85,0.706,0.713,0,-5.512,0.0301,0.0596,0.0,0.132,0.544,102.037,4.29
2004,Confessions Part II,72,Confessions (Expanded Edition),USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",hip hop,83,0.845,0.467,1,-7.674,0.138,0.0586,0.0,0.0694,0.702,138.007,3.52
2005,We Belong Together,72,The Emancipation of Mimi,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",pop,77,0.837,0.462,0,-7.89,0.0601,0.0339,0.0,0.09,0.762,139.986,3.36
