year,track_name,track_popularity,album,artist_name,artist_genres,main_genre,artist_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
2005,Candy Shop,81,The Massacre,50 Cent,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",hip hop,83,0.614,0.574,11,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,3.49
2006,Put Your Records On,81,Corinne Bailey Rae,Corinne Bailey Rae,"['british soul', 'neo soul', 'pop soul', 'soul']",pop,65,0.739,0.511,9,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,3.59
2006,How to Save a Life,81,How To Save A Life,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",rock,70,0.64,0.743,10,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,4.38
2007,Valerie (feat. Amy Winehouse) - Version Revisited,81,Version,Mark Ronson,['pop soul'],pop,75,0.699,0.83,1,-4.898,0.0633,0.00243,0.00024,0.0995,0.889,105.809,3.66
2007,Back To Black,81,Back To Black (Deluxe Edition),Amy Winehouse,"['british soul', 'neo soul']",,77,0.403,0.422,7,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4.02
2007,How to Save a Life,81,How To Save A Life,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",rock,70,0.64,0.743,10,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,4.38
2007,Bleed It Out,81,Minutes to Midnight,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",rap,86,0.529,0.967,1,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,2.77
2009,Right Round,81,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",pop,80,0.72,0.672,7,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,3.41
2011,Tongue Tied,81,Never Trust a Happy Song,GROUPLOVE,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",rock,65,0.56,0.936,3,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96,3.63
2011,Super Bass,81,Pink Friday (Complete Edition),Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",pop,87,0.723,0.86,11,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,3.33
2012,Levels - Radio Edit,81,Levels,Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",pop,81,0.584,0.889,1,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,3.33
2012,Don't You Worry Child - Radio Edit,81,Don't You Worry Child,Swedish House Mafia,"['edm', 'pop dance', 'progressive electro house']",pop,75,0.612,0.84,11,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,3.55
2012,Wild Ones (feat. Sia),81,Wild Ones,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",pop,80,0.608,0.86,5,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,3.88
2012,Drive By,81,California 37,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",pop,74,0.765,0.837,1,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,3.27
2012,Wide Awake,81,Teenage Dream: The Complete Confection,Katy Perry,['pop'],pop,84,0.514,0.683,5,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,3.68
2013,Little Talks,81,My Head Is An Animal,Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",pop,68,0.457,0.757,1,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,4.44
2013,Heart Attack,81,Demi,Demi Lovato,"['pop', 'post-teen pop']",pop,77,0.504,0.785,8,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,3.51
2013,Power Trip (feat. Miguel),81,Born Sinner (Deluxe Version),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",hip hop,88,0.667,0.608,1,-7.054,0.216,0.324,0.000198,0.426,0.475,99.992,4.02
2013,All I Want,81,In A Perfect World (Expanded Edition),Kodaline,"['irish pop', 'modern rock', 'neo mellow']",pop,68,0.188,0.411,0,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376,5.1
2013,We Can't Stop,81,Bangerz (Deluxe Version),Miley Cyrus,['pop'],pop,86,0.613,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,3.85
2013,Treasure,81,Unorthodox Jukebox,Bruno Mars,"['dance pop', 'pop']",pop,89,0.874,0.692,5,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,2.98
2014,Sugar,81,V,Maroon 5,['pop'],pop,85,0.748,0.788,1,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,3.92
2014,Only Love Can Hurt Like This,81,A Perfect Contradiction (Outsiders' Expanded Edition),Paloma Faith,"['british soul', 'talent show', 'uk pop']",pop,67,0.566,0.885,8,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,3.88
2014,Dark Horse,81,PRISM,Katy Perry,['pop'],pop,84,0.647,0.585,6,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934,3.59
2014,Best Day Of My Life,81,"Oh, What A Life",American Authors,"['modern rock', 'pop rock']",rock,66,0.673,0.902,2,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,3.24
2014,Animals,81,V,Maroon 5,['pop'],pop,85,0.279,0.742,4,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,3.85
2014,Steal My Girl,81,FOUR (Deluxe),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.536,0.768,10,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,3.8
2015,What Do You Mean?,81,Purpose (Deluxe),Justin Bieber,"['canadian pop', 'pop']",pop,89,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,3.43
2015,Drag Me Down,81,Made In The A.M. (Deluxe Edition),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.73,0.703,0,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,3.2
2016,Don't Let Me Down,81,Don't Let Me Down,The Chainsmokers,['pop'],pop,81,0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,3.47
2016,Dancing On My Own,81,Only Human (Deluxe),Calum Scott,['pop'],pop,75,0.681,0.174,1,-8.745,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4.34
2016,Low Life (feat. The Weeknd),81,EVOL,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",hip hop,94,0.722,0.331,8,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,5.23
2016,Adventure of a Lifetime,81,A Head Full of Dreams,Coldplay,"['permanent wave', 'pop']",pop,88,0.638,0.924,7,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,4.4
2017,Havana (feat. Young Thug),81,Camila,Camila Cabello,"['dance pop', 'pop']",pop,81,0.765,0.523,2,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,3.62
2017,More Than You Know,81,More Than You Know,Axwell /\ Ingrosso,"['edm', 'pop dance', 'progressive electro house']",pop,66,0.646,0.741,5,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,3.38
2017,Mercy,81,Illuminate (Deluxe),Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",pop,82,0.555,0.662,11,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128,3.48
2017,Human,81,Human (Deluxe),Rag'n'Bone Man,['neo soul'],,71,0.602,0.707,9,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,3.34
2017,XO Tour Llif3,81,Luv Is Rage 2,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,84,0.732,0.75,11,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,3.05
2017,Feel It Still,81,Woodstock,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",rock,67,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,2.72
2017,DNA.,81,DAMN.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",hip hop,90,0.638,0.523,1,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913,3.1
2018,Yes Indeed,81,Harder Than Ever,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hip hop,86,0.963,0.346,5,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,2.37
2018,I Like Me Better,81,I met you when I was 18. (the playlist),Lauv,['pop'],pop,75,0.753,0.505,9,-7.621,0.255,0.534,2.58e-06,0.104,0.419,91.972,3.29
2018,Better Now,81,beerbongs & bentleys,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",rap,88,0.68,0.578,10,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,3.85
2018,SAD!,81,?,XXXTENTACION,"['emo rap', 'miami hip hop', 'rap']",rap,86,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,2.78
2019,SeÒorita,81,Shawn Mendes (Deluxe),Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",pop,82,0.759,0.548,9,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967,3.18
2019,MIDDLE CHILD,81,MIDDLE CHILD,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",hip hop,88,0.837,0.364,8,-11.713,0.276,0.149,0.0,0.271,0.463,123.984,3.56
2019,Sweet but Psycho,81,Heaven & Hell,Ava Max,['pop'],pop,80,0.72,0.706,1,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,3.12
2019,Bruises,81,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,"['pop', 'uk pop']",pop,81,0.736,0.308,4,-7.83,0.0677,0.946,0.0,0.186,0.361,111.202,3.67
2019,Ride It,81,Ride It,Regard,"['pop dance', 'pop edm', 'slap house', 'uk dance']",pop,68,0.88,0.751,7,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2.63
2019,a lot,81,i am > i was,21 Savage,"['atl hip hop', 'hip hop', 'rap']",hip hop,91,0.837,0.636,1,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,4.81
2019,Better Now,81,beerbongs & bentleys,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",rap,88,0.68,0.578,10,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,3.85
2019,Doin' Time,81,Norman Fucking Rockwell!,Lana Del Rey,"['art pop', 'pop']",pop,90,0.641,0.559,7,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,3.37
2019,Sucker,81,Happiness Begins,Jonas Brothers,"['boy band', 'pop']",pop,76,0.842,0.734,1,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,3.02
2020,No Idea,81,Heaven Or Hell,Don Toliver,"['pop rap', 'rap', 'trap']",pop,83,0.652,0.631,6,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,2.57
2021,Good Days,81,Good Days,SZA,"['pop', 'r&b', 'rap']",pop,91,0.436,0.655,1,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4.65
2021,Peaches (feat. Daniel Caesar & Giveon),81,Justice,Justin Bieber,"['canadian pop', 'pop']",pop,89,0.677,0.696,0,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,3.3
2021,Easy On Me,81,Easy On Me,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.604,0.366,5,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,3.74
2021,Heartbreak Anniversary,81,TAKE TIME,Giveon,['r&b'],r&b,76,0.449,0.465,0,-8.964,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3.31
2021,willow,81,evermore,Taylor Swift,['pop'],pop,100,0.392,0.574,7,-9.195,0.17,0.833,0.00179,0.145,0.529,81.112,3.58
2022,CUFF IT,81,RENAISSANCE,BeyoncÈ,"['pop', 'r&b']",pop,93,0.78,0.689,7,-5.668,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,3.76
2022,Glimpse of Us,81,Glimpse of Us,Joji,['viral pop'],pop,79,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3.89
2022,Unholy (feat. Kim Petras),81,Unholy (feat. Kim Petras),Sam Smith,"['pop', 'uk pop']",pop,83,0.714,0.472,2,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121,2.62
2022,Lavender Haze,81,Midnights,Taylor Swift,['pop'],pop,100,0.733,0.436,10,-10.489,0.08,0.258,0.000573,0.157,0.0976,96.985,3.37
2022,I Like You (A Happier Song) (with Doja Cat),81,Twelve Carat Toothache,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",rap,88,0.733,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,3.21
2022,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,81,After Hours (Deluxe),The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,95,0.65,0.825,0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,3.18
2022,WAIT FOR U (feat. Drake & Tems),81,I NEVER LIKED YOU,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",hip hop,94,0.463,0.642,1,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,3.16
2022,Midnight Rain,81,Midnights,Taylor Swift,['pop'],pop,100,0.643,0.363,0,-11.738,0.0767,0.69,5.17e-05,0.115,0.23,139.865,2.91
2022,Doja,81,Doja,Central Cee,"['melodic drill', 'r&drill']",,80,0.911,0.573,6,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,1.62
2023,Ella Baila Sola,81,Ella Baila Sola,Eslabon Armado,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",,78,0.668,0.758,5,-5.176,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,2.76
2023,"Shakira: Bzrp Music Sessions, Vol. 53",81,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",hip hop,85,0.778,0.632,2,-5.6,0.0493,0.274,0.0,0.0915,0.498,122.104,3.64
2023,golden hour,81,this is what ____ feels like (Vol. 1-4),JVKE,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",pop,77,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,3.49
2023,Ditto,81,Ditto,NewJeans,"['k-pop', 'k-pop girl group']",pop,80,0.814,0.641,6,-5.957,0.111,0.027,0.0,0.0993,0.183,133.854,3.09
2023,un x100to,81,un x100to,Grupo Frontera,['musica chihuahuense'],,85,0.569,0.724,6,-4.076,0.0474,0.228,0.0,0.27,0.562,83.118,3.24
2023,3D (feat. Jack Harlow),81,3D (feat. Jack Harlow),Jung Kook,['k-pop'],pop,86,0.853,0.824,1,-3.287,0.103,0.0322,0.0,0.0859,0.888,108.044,3.36
2000,Lady - Hear Me Tonight,80,Modjo (Remastered),Modjo,"['disco house', 'filter house']",,63,0.72,0.808,6,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041,5.12
2001,Can't Get You out of My Head,80,Fever,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",pop,72,0.766,0.563,9,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,3.84
2001,Drive,80,Make Yourself,Incubus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",rock,70,0.645,0.792,4,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,3.87
2001,Rollin' (Air Raid Vehicle),80,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",rap,76,0.603,0.933,1,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306,3.56
2001,Island In The Sun,80,Weezer,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",rock,74,0.654,0.81,4,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,3.34
2001,Family Affair,80,No More Drama,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",pop,71,0.911,0.551,8,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,4.43
2002,Dilemma,80,Nellyville,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",pop,74,0.727,0.552,2,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,4.82
2003,Crazy In Love (feat. Jay-Z),80,Dangerously In Love,BeyoncÈ,"['pop', 'r&b']",pop,93,0.646,0.77,2,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165,3.94
2003,Rock Your Body,80,Justified,Justin Timberlake,"['dance pop', 'pop']",pop,83,0.892,0.714,4,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,4.45
2005,Pon de Replay,80,Music Of The Sun,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",pop,91,0.779,0.64,7,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,4.12
2006,SexyBack (feat. Timbaland),80,FutureSex/LoveSounds,Justin Timberlake,"['dance pop', 'pop']",pop,83,0.967,0.583,7,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,4.05
2006,So Sick,80,In My Own Words,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",pop,81,0.452,0.574,6,-8.336,0.31,0.246,0.0,0.189,0.58,92.791,3.45
2006,"Dance, Dance",80,From Under The Cork Tree,Fall Out Boy,"['emo', 'modern rock', 'pop', 'rock']",rock,80,0.622,0.961,11,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,3.0
2007,Hey There Delilah,80,All That We Needed,Plain White T's,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",rock,64,0.656,0.291,2,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,3.88
2007,The Pretender,80,"Echoes, Silence, Patience & Grace",Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",rock,78,0.433,0.959,9,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,4.49
2007,Beautiful Girls,80,Beautiful Girls,Sean Kingston,"['dance pop', 'miami hip hop', 'pop']",pop,71,0.762,0.661,1,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,3.76
2007,Before He Cheats,80,Some Hearts,Carrie Underwood,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",pop,70,0.519,0.749,6,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,3.33
2008,Kids,80,Oracular Spectacular,MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",rock,75,0.451,0.931,9,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,5.05
2008,Use Somebody,80,Only By The Night,Kings of Leon,"['modern rock', 'rock']",rock,76,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,3.85
2009,Down,80,All Or Nothing,Jay Sean,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,67,0.727,0.68,2,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,3.54
2009,Walking On A Dream,80,Walking On A Dream (10th Anniversary Edition),Empire Of The Sun,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",pop,76,0.871,0.701,5,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,3.31
2009,Use Somebody,80,Only By The Night,Kings of Leon,"['modern rock', 'rock']",rock,76,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,3.85
2009,Run This Town,80,The Blueprint 3,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",hip hop,84,0.632,0.924,1,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,4.46
2010,Not Afraid,80,Recovery,Eminem,"['detroit hip hop', 'hip hop', 'rap']",hip hop,90,0.855,0.954,0,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,4.14
2010,Down,80,All Or Nothing,Jay Sean,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,67,0.727,0.68,2,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,3.54
2010,Club Can't Handle Me (feat. David Guetta),80,Only One Flo (Part 1),Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",pop,80,0.616,0.869,0,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966,3.91
2011,Rolling in the Deep,80,21,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.73,0.769,8,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,3.8
2011,Set Fire to the Rain,80,21,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,85,0.603,0.67,2,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.05
2011,Stereo Hearts (feat. Adam Levine),80,The Papercut Chronicles II,Gym Class Heroes,"['dance pop', 'pop rap']",pop,69,0.646,0.795,9,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,3.52
2011,Just Canít Get Enough,80,The Beginning,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",pop,80,0.659,0.628,0,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,3.66
2011,On The Floor,80,Love?,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",pop,76,0.73,0.777,3,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,4.75
2012,Ho Hey,80,The Lumineers,The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",pop,78,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,2.72
2012,International Love (feat. Chris Brown),80,Planet Pit (Deluxe Version),Pitbull,"['dance pop', 'miami hip hop', 'pop']",pop,84,0.67,0.855,0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,3.79
2012,Die Young,80,Warrior (Expanded Edition),Kesha,"['dance pop', 'pop']",pop,79,0.711,0.7,1,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,3.53
2012,Girl on Fire,80,Girl on Fire (Remixes) - EP,Alicia Keys,"['neo soul', 'pop', 'r&b']",pop,79,0.482,0.706,9,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,3.75
2012,Everybody Talks,80,Picture Show,Neon Trees,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",rock,66,0.471,0.924,8,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,2.95
2013,Royals,80,Pure Heroine,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",pop,76,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,3.17
2013,Feel This Moment (feat. Christina Aguilera),80,Global Warming: Meltdown (Deluxe Version),Pitbull,"['dance pop', 'miami hip hop', 'pop']",pop,84,0.673,0.758,7,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,3.83
2013,Can't Hold Us (feat. Ray Dalton),80,The Heist,Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",pop,74,0.641,0.922,2,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,4.31
2013,The Monster,80,The Marshall Mathers LP2,Eminem,"['detroit hip hop', 'hip hop', 'rap']",hip hop,90,0.781,0.853,1,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,4.17
2013,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],80,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,"['electro', 'filter house', 'rock']",rock,81,0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.14
2013,Scream & Shout,80,#willpower,will.i.am,"['dance pop', 'pop']",pop,73,0.772,0.685,5,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4.72
2013,Ho Hey,80,The Lumineers,The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",pop,78,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,2.72
2013,Still into You,80,Paramore,Paramore,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",pop,78,0.602,0.923,5,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,3.6
2013,Thrift Shop (feat. Wanz),80,The Heist,Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",pop,74,0.781,0.526,6,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,3.93
2014,Blame (feat. John Newman),80,Motion,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",pop,86,0.414,0.857,0,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,3.55
2015,Electric Love,80,Dopamine,BÿRNS,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",pop,67,0.611,0.797,6,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,3.64
2015,FourFiveSeconds,80,FourFiveSeconds,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",pop,91,0.582,0.272,2,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,3.14
2015,Take Me to Church,80,Hozier (Expanded Edition),Hozier,"['irish singer-songwriter', 'modern rock', 'pov: indie']",rock,87,0.566,0.664,4,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,4.03
2016,Work,80,ANTI (Deluxe),Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",pop,91,0.725,0.534,11,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,3.66
2016,My Way,80,My Way,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",pop,86,0.818,0.913,4,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,3.65
2016,Faded,80,Different World,Alan Walker,['electro house'],,81,0.468,0.627,6,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,3.54
2016,This Girl (Kungs Vs. Cookin' On 3 Burners),80,Layers,Kungs,"['edm', 'pop dance', 'uk dance']",pop,72,0.792,0.717,0,-4.759,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,3.26
2016,Wait a Minute!,80,ARDIPITHECUS,WILLOW,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",pop,71,0.764,0.705,3,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,3.28
2016,In the Name of Love,80,In the Name of Love,Martin Garrix,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",pop,76,0.501,0.519,4,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,3.26
2017,Despacito,80,VIDA,Luis Fonsi,"['latin pop', 'puerto rican pop']",pop,74,0.655,0.797,2,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,3.82
2017,24K Magic,80,24K Magic,Bruno Mars,"['dance pop', 'pop']",pop,89,0.818,0.803,1,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,3.77
2017,Magnolia,80,Playboi Carti,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",hip hop,89,0.791,0.582,11,-7.323,0.286,0.0114,0.0,0.35,0.443,162.991,3.03
